R0	Ardent Software
R15680	Actionable Mining of Large, Multi-relational Data using Localized Predictive Models.
R15681	Verifying the Usefulness of a Classification System of Best Practices.
R15682	Meaning-preserving Skolemization.
R15683	An Algorithm for Decision Rules Aggregation.
R15684	Implementing Organizational Self Awareness - A Semantic Mediawiki based Enterprise Ontology Management Approach.
R15685	Ontology Driven Approach for Intelligent Energy Management in Discrete Manufacturing.
R15686	Modeling of Indicators using UTL - A Study Case with Hop3x System.
R15687	Development of Argumentation Skills via Learning Management Systems - Bringing together Argumentation Support Tools and Learning Management Systems.
R15688	CrimeFighter Assistant - A Knowledge Management Tool for Terrorist Network Analysis.
R15689	A Decision Support System for Portuguese Higher Education Course Selection - First Round.
R15690	Texture Representation and Retrieval based on Multiple Strategies.
R15691	Designing a System for Semi-automatic Population of Knowledge Bases from Unstructured Text.
R15692	Graphical Models for Relations - Modeling Relational Context.
R15693	An Approach to Manage the Web Knowledge.
R15694	Ontological Modelling to Support the Planning of is Development Processes - A Position Paper.
R15695	Confidence Management for Learning Ontologies from Dynamic Web Sources.
R15696	Users Interest Prediction Model - Based on 2nd Markov Model and Inter-transaction Association Rules.
R15697	A Metro Map Metaphor for Knowledge Visualization - Customer Needs in Mobile Application Services.
R15698	A Semantic Web Technologies-based System for Controlling the Correctness of Medical Procedures in Polish National Health Fund.
R15699	The Disulfide Connectivity Prediction with Support Vector Machine and Behavior Knowledge Space.
R15700	A Unified Approach for Context-sensitive Recommendations.
R15701	Statistical Methods for the Evaluation of Indexing Phrases.
R15702	Knowledge Management Processes, Tools and Techniques for Counterterrorism.
R15703	Investigation of e-Government Information Systems Agility .
R15704	A Generic Open World Named Entity Disambiguation Approach for Tweets.
R15705	Ontology-based Railway Infrastructure Verification - Planning Benefits.
R15706	Decision Support System for a Commander at the Operational Level.
R15707	Discovery of Meeting-particle Links and Their Application to Meeting Recollection Support.
R15708	Modelling Uncertainties in Advanced Knowledge Management.
R15709	Document Retrieval using a Probabilistic Knowledge Model.
R15710	On the Extension of k-Means for Overlapping Clustering - Average or Sum of Clusters' Representatives?.
R15711	Ontology Matching in Context-driven Collaborative Recommending Systems.
R15712	Characterizing Relationships through Co-clustering - A Probabilistic Approach.
R15713	Arabella - A Directed Web Crawler.
R15714	A Method for Discovering the Relevance of External Context Variables to Business Processes.
R15715	Dictionary Extension for Improving Automated Sentiment Detection.
R15716	Classification of Datasets with Frequent Itemsets is Wild.
R15717	Number Theory-based Induction of Deterministic Context-free L-system Grammar.
R15718	Detecting Temporally Related Arithmetical Patterns - An Extension of Complex Event Processing.
R15719	Extra-functional Properties Framework with Configuration based on Deployment Environment - Tool Demonstration and Case-study.
R15720	Applying Ontology-based Knowledge Methodology in Product Innovative Collaborative Conceptual Design Framework.
R15721	Knowledge Engineering and Ontologies for Object Manipulation in Collaborative Virtual Reality.
R15722	The Research of Knowledge Management System for Supporting Hyper Text Type of Enterprise Organization.
R15723	Ontological Modeling in Cloud Services - About Information Sharing to Support Service Composition.
R15724	Knowledge Mobilization to Support Environmental Impact Assessment - A Model and an Application.
R15725	Knowledge Capitalization in an Organization Social Network.
R15726	A Hybrid Methodology for Consumer-oriented Healthcare Knowledge Acquisition.
R15727	A Transactional Approach to Associative XML Classification by Content and Structure.
R15728	Improving Software Development in SME through Knowledge Sharing - A Practical Approach.
R15729	Integrating Context Knowledge in user Interaction using Answer Set Programming for Enhancing Web Accessibility.
R15730	Cross-domain Sentiment Classification using an Adapted Na
R15731	Linguistic Engineering and its Applicability to Business Intelligence - Towards an Integrated Framework.
R15732	The BRIDG Model as the Most Authoritative Resource in Shared Semantics for Ontologies Development in Healthcare Practice.
R15733	A Model using Data Envelopment Analysis for the Cross Evaluation of Suppliers under Uncertainty.
R15734	Multi-class Data Classification for Imbalanced Data Set using Combined Sampling Approaches.
R15735	Semi-supervised Clustering with Example Clusters.
R15736	A Comprehensive Framework for Semantic Annotation of Web Content.
R15737	Application of Combinatorial Methods to Protein Identification in Peptide Mass Fingerprinting.
R15738	2-class Eigen Transformation Classification Trees.
R15739	HashMax: A New Method for Mining Maximal Frequent Itemsets.
R15740	Can Ontologies Be Sufficient Solution to Requirement Engineering Problem?.
R15741	A Method for Interoperability between Structured Data Sources using Semantic Analysis.
R15742	Data Infrastructures in Agriculture - Attempts at Interoperability.
R15743	Analysis of Mapping within S-module Framework.
R15744	Answer Graph Construction for Keyword Search on Graph Structured(RDF) Data.
R15745	An Ontology for Designing a Collaborative Platform Involving a Multi-touch and Multi-user Interactive Table.
R15746	A Model-driven Systems Development Method for Management Information Systems.
R15747	KDIR/KMIS 2013 - Proceedings of the International Conference on Knowledge Discovery and Information Retrieval and the International Conference on Knowledge Management and Information Sharing, Vilamoura, Algarve, Portugal, 19 - 22 September, 2013
R15748	An Order-invariant Time Series Distance Measure - Position on Recent Developments in Time Series Analysis.
R15749	Ontology Development for Model-driven Design in Knowledge based Engineering.
R15750	Pattern-based Ontology Transformation Service.
R15751	Updatable Island Reasoning for Alchi-ontologies.
R15752	BINGR: Binary Search based Gaussian Regression.
R15753	Formal Concept Analysis for the Interpretation of Relational Learning Applied on 3D Protein-binding Sites.
R15754	Aspect-based Product Review Summarizer.
R15755	A Weakly Supervised Approach for Large-scale Relation Extraction.
R15756	Facilitating Experience Sharing in Groups - Collaborative Trace Reuse and Exploitation.
R15757	Scale and the Classificatory Dimension - A Linguistic Approach to Contextual IR.
R15758	Some Common Pitfalls in the Design of Ontology-driven Information Systems.
R15759	Adaptation of Mathematical Documents - Exploring Document Structures, Metadata, and Context for the Generation of User-specific Documents.
R15760	A Framework to Support Knowledge Transfer in the Service Sector.
R15761	Acquisition of Service Practical Knowledge based on Ontologized Medical Workflow.
R15762	Applying Fusion Techniques to Graphical Methods for Knowledge based Processing of Product use Information.
R15763	A Survey of Collaborative Web Search - Through Collaboration among Search Engine Users to More Relevant Results.
R15764	Cooperative Question Answering for the Semantic Web.
R15765	Supporting Reuse of Knowledge of Failures through Ontology-based Semantic Search.
R15766	Confidence Measure for Automatic Face Recognition.
R15767	Two Methods for Evaluating Dynamic Ontologies.
R15768	The Implemented Human Interpreter as a Database.
R15769	Predicting Ground-based Aerosol Optical Depth with Satellite Images Via Gaussian Processes.
R15770	The Influence of Social Networks on Knowledge Management for Innovation in Life-science Discovery Networks.
R15771	Taking Pressure off Knowledge Workers with the Help of Situational Applications - Improving Time-to-proficiency in Knowledge Work Settings.
R15772	An Improved Method to Select Candidates on Metric Index VP-tree.
R15773	Tipping the Balance - Drivers and Barriers for Participation in a Knowledge Sharing and Collaboration Community.
R15774	Visually Summarizing the Evolution of Documents under a Social Tag.
R15775	A System for Historical Documents Transcription based on Hierarchical Classification and Dictionary Matching.
R15776	A User Centered Approach for Quality Assessment in Social Systems.
R15777	Handling the Impact of Low Frequency Events on Co-occurrence based Measures of Word Similarity - A Case Study of Pointwise Mutual Information.
R15778	An Approach for Combining Semantic Information and Proximity Information for Text Summarization.
R15779	Visitors and Contributors in Wikipedia.
R15780	An Improved Frequent Pattern-growth Approach to Discover Rare Association Rules.
R15781	Topincs: A Software for Rapid Development of Web Databases.
R15782	Multiple Ontologies Enhanced with Performance Capabilities to Define Interacting Domains within a Workflow Framework for Analysing Large Undersea Videos.
R15783	A Hierarchical Vendor Selection Optimization Technique for Multiple Sourcing.
R15784	Modeling Educational Knowledge - Supporting the Collaboration of Computer Science Teachers.
R15785	Towards Unifying Existing Requirements Engineering Approaches into a Unified Model.
R15786	A Syntax-oriented Event Extraction Approach.
R15787	A New Query Suggestion Algorithm for Taxonomy-based Search Engines.
R15788	Automatic Image Annotation with Low-level Features and Conditional Random Fields.
R15789	A Comparative Study on Semantic Web Services Frameworks from the Dynamic Orchestration Perspective.
R15790	Managing Knowledge in the Three States of Conceptual Discovery, Prototype Invention - Commercial Innovation.
R15791	To Aggregate or Not to Aggregate: That is the Question.
R15792	Multidimensional Information Visualization Techniques - Evaluating a Taxonomy of Tasks with the Participation of the Users.
R15793	Leveraging user Knowledge - Design Principles for an Intuitive User Interface for Building Workflows.
R15794	Towards a Representation of Enviromental Models using Specification and Description Language - From the Fibonacci Model to a Wildfire Model.
R15795	Discovering Relationship Associations from the Literature Related to Research Projects in Sustainability Science using Ontology and Inference.
R15796	A Study of Profit Mining.
R15797	A Project Manager Skill-up Simulator Towards Problem Solving-based Learning.
R15798	Chain Event Graph Map Model Selection.
R15799	Interconnected Tool-assistance for Development of Agent-oriented Software Systems.
R15800	Dynamic Analysis of Malware using Decision Trees.
R15801	DiLiA - a Digital Library Assistant - A New Approach to Information Discovery through Information Extraction and Visualization.
R15802	A Knowledge Management Perspective on Corporate Portal - Processes and Benefits.
R15803	Knowledge Management Concepts for Training by Project - An Observation of the Case of Project Management Education.
R15804	Towards Semantic Summaries over Ontologies.
R15805	Correlating and Cross-linking Knowledge Threads in Informledge System for Creating New Knowledge.
R15806	Towards SMT-based Abstract Planning in PlanICS Ontology.
R15807	Programming the KDD Process using XQuery.
R15808	Automatic Feature Selection for Operational Scenarios of Satellite Image Understanding using Measures of Mutual Information.
R15809	The Working Brain - Windows to the Outside World.
R15810	Semantic Management of Intelligent Multi-agents Systems in a 3D Environment.
R15811	Business Intelligence - State of the Art, Trends, and Open Issues.
R15812	Evolutive Content-based Search System - Semantic Search System based on Case-based-Reasoning and Ontology Enrichment.
R15813	Representation of Arabic Words - An Approach Towards Probabilistic Root-Pattern Relationships.
R15814	The Design of a Social Semantic Search Engine - Preserving Archived Collaborative Engineering Knowledge with Ontology Matching.
R15815	Comparative Study of Collaborative Filtering Algorithms.
R15816	Time Constraints Extension on Frequent Sequential Patterns.
R15817	Using Neighborhood Pre-computation to Increase Recommendation Efficiency.
R15818	Knowledge Engineering Requirements for Generic Diagnostic Systems.
R15819	Business Processes and Organisations - Challenges and Opportunities Towards a People-centric Approach.
R15820	Railway Modelling - The Case for Ontologies in the Rail Industry.
R15821	Wordventure - Cooperative Wordnet Editor - Architecture for Lexical Semantic Acquisition.
R15822	A Practical Ontology-driven Workflow Composition Framework.
R15823	Exploiting N-gram Importance and Wikipedia based Additional Knowledge for Improvements in GAAC based Document Clustering.
R15824	A Hybrid Method for Domain Ontology Construction from the Web.
R15825	A Design of Diagnosis System for Mental Disorder.
R15826	Knowledge Management and Organizational Performance - A KM Implementation Framework in Indian Context.
R15827	Diagnosis and Prognosis of Knowledge Management based on k-Workflow, on Conversion and Knowledge Flow - The Case of the National Land Transport Agency in Brazil.
R15828	Multi-scale Community Detection using Stability as Optimisation Criterion in a Greedy Algorithm.
R15829	Datalog for Inconsistency-tolerant Knowledge Engineering.
R15830	The Validation of a Dynamic Service Composition Model using a Simple Game.
R15831	Evidential Combination of Ontological and Statistical Information for Active Scene Classification.
R15832	Fuzzy Keyword Ontology for Annotating and Searching Event Reports .
R15833	Using Role-plays to Acquire Process-oriented Knowledge in Enterprises.
R15834	A Class Specific Dimensionality Reduction Framework for Class Imbalance Problem: CPC_SMOTE.
R15835	Towards an Ontology for Ubiquitous User Modeling Interoperability.
R15836	A Reference Model for Knowledge Retention within Small and Medium-sized Enterprises.
R15837	Personalcasting - Personalization on Datacasting.
R15838	Methods for Discovering and Analysis of Regularities Systems - Approach based on Optimal Partitioning of Explanatory Variables Space.
R15839	DEMO Engine.
R15840	Trust Online for Information Sharing.
R15841	Giving Shape to an N-version Dependency Parser - Improving Dependency Parsing Accuracy for Spanish using Maltparser.
R15842	Ontoterminology - A New Paradigm for Terminology.
R15843	Verb Sense Disambiguation based on Thesaurus of Predicate-argument Structure - An Evaluation of Thesaurus of Predicate-argument Structure for Japanese Verbs.
R15844	Z-based Formalization of Kits of Changes to Maintain Ontology Consistency.
R15845	Knowledge Management and e-Learning: Putting Theory into Practice.
R15846	Estimation of Implicit user Influence from Proxy Logs - An Empirical Study on the Effects of Time Difference and Popularity.
R15847	An Improvement Method of User Operations using Decision Tree on Project Manager Skill-up Simulator.
R15848	Hospital Risk Management using Healthcare Failure Mode and Effects Analysis - A Case Study on Ventilators Whithin an Intensive Care Unit.
R15849	Distributed Allocation of a Corporate Semantic Web.
R15850	A New Proposal for Learning Objects Quality Evaluation in Learning Strategies based on Ontology for Education.
R15851	OntoENERGY - A Lightweight Ontology for Supporting Energy-efficiency Tasks - Enabling Generic Evaluation of Energy Efficiency in the Engineering Phase of Automated Manufacturing Plants.
R15852	Automatically Extracting Complex Data Structures from the Web.
R15853	A Unifying Formal Ontology Model - A Simple Formal Model for Unifying the Presentation of Ontologies in Semantic Web Research.
R15854	Development of Fundamental Technologies for Better Understanding of Clinical Medical Ontologies.
R15855	Using DEMO-based SLAs for Improving City Council Services.
R15856	Incremental Design of Ontologies - A Model Transformation-based Approach.
R15857	Knowledge-based Image Annotating.
R15858	Enterprise to Cloud Security Assessment - A Method using OSSTMM 3.0 Concepts.
R15859	More Effective Transfer of Competitor and Customer Intelligence - Mediating Roles of Common Knowledge Sharing and Source Credibility.
R15860	Comparative Evaluations of a Hierarchical Categorization of Search Results based on a Granular View of Domain Ontologies.
R15861	Automatic Email Classification using user Preference Ontology.
R15862	Universal Extra-functional Properties Repository - Model Overview and Implementation.
R15863	Regional Knowledge Maps - Potentials and Challenges.
R15864	Identifying the Cardiac Region in Images of Electrical Impedance Tomography through Wavelet Transform.
R15865	A Fast Algorithm for Mining Graphs of Prescribed Connectivity.
R15866	Finding Protein Family Similarities in Real Time through Multiple 3D and 2D Representations, Indexing and Exhaustive Searching.
R15867	Qualitative Spatial Reasoning Via 3-Valued Heterogeneous Logic.
R15868	Event Lifetime Calculation based on Temporal Relationships.
R15869	Enhancing a Web Usage Mining based Tourism Website Adaptation with Content Information.
R15870	Towards a Value-oriented KMS Recommendation for SME.
R15871	Relevant Information Discovery in Microblogs - Combining Post's Features and Author's Features to Improve Search Results.
R15872	On the Integration of Knowledge in a Propositional Logical Layer.
R15873	Software for Data and Knowledge Management in Winemaking Fermentations.
R15874	Using Ontology-based Information Extraction for Subject-based Auto-grading.
R15875	Unsupervised Algorithm for the Concept Disambiguation in Ontologies - Semantic Rules and Voting System to Determine Suitable Senses.
R15876	PCF: Projection-based Collaborative Filtering.
R15877	Adaptation of the User Navigation Scheme using Clustering and Frequent Pattern Mining Techiques for Profiling.
R15878	Mining the Long Tail of Search Queries - Finding Profitable Patterns.
R15879	Defining Information Requirements - Using Business Process Modeling for Incident Response for Chemical Facilities.
R15880	Conceptual Modelling for Management of Public Health in Case of Emergency Situations.
R15881	Towards a Common Body of Knowledge for Engineering Secure Software and Services.
R15882	Using Task Histories to Support Person-to-person Knowledge Exchange - Extracting and using Contextual Overlap and Levels of Expertise to Connect Knowledge Workers.
R15883	Tarantula - A Scalable and Extensible Web Spider.
R15884	A Tale of Two (Similar) Cities - Inferring City Similarity through Geo-spatial Query Log Analysis.
R15885	Strategy Needs Structure - Structure Needs Ontologies - Dynamic Ontologies Carry Meanings.
R15886	Benchmarking based Performance Management for Construction Contractors.
R15887	Interactive Visualization of a News Clips Network - A Journalistic Research and Knowledge Discovery Tool.
R15888	Deriving Models for Software Project Effort Estimation by Means of Genetic Programming.
R15889	Towards Semantic Web Enhanced Learning.
R15890	Grounding Conceptual Modelling Templates on Existing Ontologies - A Delicate Balance.
R15891	Extraction Student Dropout Patterns with Data Mining Techniques in Undergraduate Programs.
R15892	Semantic-based Knowledge Discovery in Biomedical Literature.
R15893	Are Related Links Effective for Contextual Advertising? - A Preliminary Study.
R15894	Process-oriented Semantic Web Search - Using Lightweight Semantic Models for Supporting the Search Process.
R15895	Data Mining Predictive Models for Pervasive Intelligent Decision Support in Intensive Care Medicine.
R15896	Extracting Structure, Text and Entities from PDF Documents of the Portuguese Legislation.
R15897	Towards Process Orientation in Enterprise Architecture Management.
R15898	Detecting Parallel Browsing to Improve Web Predictive Modeling.
R15899	People Retrieval Leveraging Textual and Social Data.
R15900	Bio-inspired Bags-of-features for Image Classification.
R15901	Archiving pushed Inferences from Sensor Data Streams.
R15902	Ontology-driven Conceptual Document Classification.
R15903	Modeling Knowledge Flows in Software Project Management Processes.
R15904	Organizing and Managing Knowledge for e-Government - Issues, Practices and Challenges.
R15905	Extracting Semantically Enriched Events from the Literature.
R15906	Conditional Random Fields for Term Extraction.
R15907	Knowledge Discovery in the Smart Grid - A Machine Learning Approach.
R15908	Measuring Entity Semantic Relatedness using Wikipedia.
R15909	An Ontology Driven Approach to Software Systems Composition.
R15910	A Systemic Methodology for Ontology Learning - An Academic Case Study and Evaluation.
R15911	An Information Sharing Method for Skilled Management Operations based on Bayesian Network Inference.
R15912	Multi-agent Systems and Ontologies Applied to New Industrial Domains - Case Study: Ornamental Plants.
R15913	Toward a Semantic Management of Geological Modeling Workflows.
R15914	Initial Experiments with Extraction of Stopwords in Hebrew.
R15915	Core Ontology based Approach for Treating the Flatness of Automatically Built Ontology.
R15916	An Ontology-based Data Acquisition Infrastructure - Using Ontologies to Create Domain-independent Software Systems.
R15917	Robust Semantic World Modeling by Beta Measurement Likelihood in a Dynamic Indoor Environment.
R15918	Persona Modeling Process - From Microdata-based Templates to Specific Web Ontologies.
R15919	Most Popular Contents Requested by Users in Different Wikipedia Editions.
R15920	Interactive Digital TV as the e-Learning Platform - Towards Supportive Environments for Elderly.
R15921	Product Assortment Decisions for a Network of Retail Stores using Data Mining with Optimization.
R15922	Every Character Counts - A Character based Approach to Determine Political Sentiment on Twitter.
R15923	How Open Innovation Models Might Help the Thai Energy Sector to Address the Climate Change Challenge? - A Conceptual Framework on an Approach to Measure the Impact of Adoption of Open Innovation.
R15924	GOALS - A Test-Bed for Ontology Matching.
R15925	Classification of Dialogue Acts in Urdu Multi-party Discourse.
R15926	Information and Knowledge Sharing in Industrial Clusters - Theoretical Background and a Case Study.
R15927	KoDEgen: A Knowledge Driven Engineering Code Generating Tool.
R15928	Linguistic Information for Multilinguality in the Sembysem Project.
R15929	Towards a Reference Plant Trait Ontology for Modeling Knowledge of Plant Traits and Phenotypes.
R15930	A Linked Data Approach for Querying Heterogeneous Sources - Assisting Researchers in Finding Answers to Complex Clinical Questions.
R15931	Machine Learning and Link Analysis for Web Content Mining.
R15932	A Semantic Model for Small and Medium-sized Enterprises to Support Organizational Learning.
R15933	Assessing Progressive Filtering to Perform Hierarchical Text Categorization in Presence of Input Imbalance.
R15934	KEOD 2009 - Proceedings of the International Conference on Knowledge Engineering and Ontology Development, Funchal - Madeira, Portugal, October 6-8, 2009
R15935	Disambiguating Web Search Results by Topic and Temporal Clustering - A Proposal.
R15936	Using SCXML to Integrate Semantic Sensor Information into Context-aware User Interfaces.
R15937	Cascade of Multi-level Multi-instance Classifiers for Image Annotation.
R15938	Towards Unification of Requirements Engineering Approaches using Semantics-based Process.
R15939	Perspectives on Usage of Agents in Personal Knowledge Management.
R15940	Using Formal Ontologies for the Development of Consistent and Unambiguous Financial Accounting Standards.
R15941	Modelling Cognitive Transactions for Economic and Accounting Analysis.
R15942	Effects of Ontology Pitfalls on Ontology-based Information Retrieval Systems.
R15943	Using Stocks and Flows Diagrams to Understand Business Process Behavior.
R15944	A Knowledge Engineering Approach Supporting Collaborative Working Environments based on Semantic Services.
R15945	Towards a General Temporal Ontology for Knowledge Integration.
R15946	Semantic Interface for Resource Constrained Wireless Sensors.
R15947	Guided Exploratory Search on the Mobile Web.
R15948	Supporting the Solution Selection for a Digital City with a Fuzzy-based Approach.
R15949	A Comparative Evaluation of Proximity Measures for Spectral Clustering.
R15950	Selectively Learning Clusters in Multi-EAC.
R15951	A Hybrid Approach Towards Information Expansion based on Shallow and Deep Metadata.
R15952	A Novel Supervised Text Classifier from a Small Training Set.
R15953	Demo-based Cost Model.
R15954	Ontologies based Approach for Semantic Indexing in Distributed Environments.
R15955	Reusing UML Class Models to Generate OWL Ontologies - A Use Case in the Pharmacotherapeutic Domain.
R15956	A Knowledge Management Approach for Industrial Model-based Testing.
R15957	Optimization of Knowledge Availability in an Institutional Repository.
R15958	Multi-modal Analysis of Complex Network - Point Stimulus Response Depending on Its Location in the Network.
R15959	From Linguistics to Ontologies - The Role of Named Entities in the Conceptualisation Process.
R15960	Unsupervised Organisation of Scientific Documents.
R15961	Development of Intelligent Assistance System to Support Eco-efficient Planning.
R15962	Context Vector Classification - Term Classification with Context Evaluation.
R15963	Improving Disaster Responsiveness using a Mix of Social Media and e-Government.
R15964	Towards a Semiotic Approach to Practice-oriented Knowledge Transfer.
R15965	Principles for Knowledge Engineering on the Web.
R15966	A Statistical Approach to the Impact of Featured Articles in Wikipedia.
R15967	Context Dimensionality Reduction for Mobile Personal Information Access.
R15968	On Establishing an Ontology Reengineering Framework.
R15969	UrbanIT - Urban Ontologies to Support Informed Urban Development and Planning.
R15970	Measuring Twitter user Similarity as a Function of Strength of Ties.
R15971	An Application for Ontological Engineering and Visualization .
R15972	A Case-based Reasoning Approach to Program Synthesis .
R15973	A Knowledge-centric e-Research Platform for Marine Life and Oceanographic Research.
R15974	Personalized Semantic Resources - The SemComp Project Presentation and Preliminary Works.
R15975	Combining Qualitative Spatial Reasoning and Ontological Reasoning for Supporting Robot Tasks.
R15976	Features for Named Entity Recognition in Czech Language.
R15977	Knowledge Management and Acquisition in Digital Repositories - A Semantic Web Perspective.
R15978	Designing a Model of Arabic Derivation, for Use in Computer Assisted Teaching.
R15979	Integrated Candidate Generation in Processing Batches of Frequent Itemset Queries using Apriori.
R15980	Organizational Knowledge Patterns - Definition and Characteristics.
R15981	Towards Learning with Objects in a Hierarchical Representation.
R15982	Interconnection of Communities of Practice - A Web Platform for Knowledge Management.
R15983	Anonimytext: Anonimization of Unstructured Documents.
R15984	User-centered Approach for Evaluating Ontologies.
R15985	An Ontology for Social Networking Sites Interoperability.
R15986	A Keyphrase Extraction Approach for Social Tagging Systems.
R15987	Finite Belief Fusion Model for Hidden Source Behavior Change Detection.
R15988	A Content-Bsed Approach to Relevance Feedback in XML-IR for Content and Structure Queries.
R15989	Knowledge Management Implementation Methodology - Towards a Practical Approach.
R15990	Management of Collaboration - Impacts of Virtualization to Learning 
R15991	An Approach to Ontology-based Intention Recognition using State Representations.
R15992	Unsupervised Handwritten Graphical Symbol Learning - Using Minimum Description Length Principle on Relational Graph.
R15993	Parallel Coordinates: Visual Multidimensional Geometry and Its Applications.
R15994	Are we Ready for Science 2.0?.
R15995	Experimental Evidence on Data Warehouse Fragmentation and Allocation in a Distributed Context.
R15996	Creating an Educational Roadmap for Engineering Students via an Optimal and Iterative Yearly Regression Tree using Data Mining.
R15997	Calculating Semantic Similarity between Computer-understandable Descriptors of Scientific Research.
R15998	Linguistic-variable Definition in OWL 2 - A Prot
R15999	RDF/XHTML: Ontology Editing in HTML.
R16000	Preservation and Redeployment of Sensor Acquisition Processes from a Dam Safety Information System.
R16001	Ranking Classes of Search Engine Results.
R16002	Challenges in the Core of Ontology Support Systems.
R16003	Wikipedia as Domain Knowledge Networks - Domain Extraction and Statistical Measurement.
R16004	Ontologies and Communities Co-evolution in Information Systems .
R16005	An Architecture for Collaborative Data Mining.
R16006	FuzzyAlign - A Fuzzy Method for Ontology Alignment.
R16007	A Bayesian Approach for Constructing Ensemble Neural Network.
R16008	Unifying Semantic Annotation and Querying in Biomedical Image Repositories - One Solution for Two Problems of Medical Knowledge Engineering.
R16009	Exploitation of Ontology-based Recommendation System with Multi-agent Simulations.
R16010	An Upper Ontology for Enterprise Process Modelling.
R16011	Selecting Categorical Features in Model-based Clustering.
R16012	Qualitative Spatial Reasoning in RCC8 with OWL and SWRL.
R16013	The Social Ontology Building and Evolution (SOBE) Platform.
R16014	Ontology Modelling of Multimodality Image Retrieval System for Sport News Domain.
R16015	Memory Meetings - An Approach to Keep Track of Project Knowledge in Design.
R16016	AGRUPE - A Knowledge Management Tool.
R16017	Personalized Recommendation and Explanation by using Keyphrases Automatically extracted from Scientific Literature.
R16018	Formal Method for Validation of Product Design through Knowledge Modelling.
R16019	Broader Perception for Local Community Identification.
R16020	Model Selection and Stability in Spectral Clustering .
R16021	Evidence Accumulation Clustering using Pairwise Constraints.
R16022	Discovering Virtual Interest Groups across Chat Rooms.
R16023	Extended Analysis Techniques for a Comprehensive Business Process Optimization.
R16024	Knowledge Management and e-Business.
R16025	A Simple Measure of the Kolmogorov Complexity.
R16026	Linked Open Government Data Research Panorama.
R16027	A Risk Diagnosing Methodology Web-based Tool for SME's and Start-up Enterprises.
R16028	Semantic Identification and Visualization of Significant Words within Documents - Approach to Visualize Relevant Words within Documents to a Search Query by Word Similarity Computation.
R16029	Finding the Right Expert - Discriminative Models for Expert Retrieval.
R16030	Knowledge-based Refinement of Business Management Functions.
R16031	Modelling How Students Organize Knowledge.
R16032	Developing Argument Assistant Systems from a Usability Viewpoint.
R16033	DNA and Natural Languages - Text Mining.
R16034	Knowledge Presentation based on Multi-dimension Model for Measuring Planning in Digital Manufacturing .
R16035	A New Compaction Algorithm for LCS Rules - Breast Cancer Dataset Case Study.
R16036	Explorative Data Mining for the Sizing of Population Groups.
R16037	Building Application Ontologies through Knowledge System Goals.
R16038	D2d - A Robust Front-end for Prototyping, Authoring and Maintaining XML Encoded Documents by Domain Experts.
R16039	Impact of Feature Selection and Feature Types on Financial Stock Price Prediction.
R16040	A Concept and Service based Analysis of Commercial and Open Source Enterprise 2.0 Tools.
R16041	An Ontology for Portability and Interoperability Digital Documents - An Approach in Document Engineering using Ontologies.
R16042	An Hybrid Approach to Feature Selection for Mixed Categorical and Continuous Data.
R16043	Lead Discovery in the Web.
R16044	Supply Chain Tracing of Multiple Products under Uncertainty and Incomplete Information - An Application of Answer Set Programming.
R16045	Influence and Selection of Basic Concepts on Ontology Design.
R16046	Semantic Sensor Networks for Personalized Health Systems for Risk Prevention.
R16047	Constraint-programming Approach for Multiset and Sequence Mining.
R16048	Knowledge-driven Game Design by Non-programmers.
R16049	Automatic Estimation of the LSA Dimension.
R16050	Authorization in Cloud e-Radiology Services.
R16051	Ontology-based Similarity of Software Cases - Applying Ontology Reasoning to Software Retrieval.
R16052	KDIR 2010 - Proceedings of the International Conference on Knowledge Discovery and Information Retrieval, Valencia, Spain, October 25-28, 2010
R16053	Proximity-based Graph Embeddings for Multi-label Classification.
R16054	Intellectual Capital in Turkish Private Banks.
R16055	A Context Sensitive Experience Feeder for Computer Aided Engineering.
R16056	Creation and Management of a Conceptual Knowledge Base in an Industrial Domain.
R16057	A Framework for Managing Components using Non-functional Properties.
R16058	SmartNews: Bringing Order into Comments Chaos.
R16059	Dynamic Ontology Co-construction based on Adaptive Multi-Agent Technology.
R16060	Ontology Design through Modular Repositories.
R16061	Clustering Documents with Large Overlap of Terms into Different Clusters based on Similarity Rough Set Model.
R16062	Using Enterprise Ontology for Improving the National Health System - Demonstrated in the Case of a Pharmacy and an Emergency Department.
R16063	Facing the Change - Towards a Dynamic Decision Making in Manufacturing Environments.
R16064	Towards e-Government Services in Russia.
R16065	KDIR 2012 - Proceedings of the International Conference on Knowledge Discovery and Information Retrieval, Barcelona, Spain, 4 - 7 October, 2012
R16066	Detecting Correlations between Hot Days in News Feeds.
R16067	Reconciling Tempus and Hora - Policy Knowledge in an Information Wired Environment.
R16068	Learning Neighbourhood-based Collaborative Filtering Parameters.
R16069	Scientific Documents Management System - Application of Kohonens Neural Networks with Reinforcement in Keywords Extraction.
R16070	Using Conditional Random Fields with Constraints to Train Support Vector Machines - Locating and Parsing Bibliographic References.
R16071	Contributing Evidence to Data-driven Ontology Evaluation - Workflow Ontologies Perspective.
R16072	Enhancing Clustering Network Planning Algorithm in the Presence of Obstacles.
R16073	A Game-Theoretic Framework to Identify Top-K Teams in Social Networks.
R16074	Issues of Optimization of a Genetic Algorithm for Traffic Network Division using a Genetic Algorithm.
R16075	Entailment of Causal Queries in Narratives using Action Language.
R16076	Multiple Kernel Learning for Ontology Instance Matching.
