R0	Ardent Software
R7134	Changing Minds About Climate Change: Belief Revision, Coherence, and Emotion.
R7135	Out of the Liar Tangle.
R7136	An Approach to Human-Level Commonsense Reasoning.
R7137	Morality and Feeling: Genesis and Determination of the Will in Leibniz.
R7138	Appearance or Existence of the Entity Realism 'Sense' or Mind.
R7139	The Best of All PossibleWorlds: Where Interrogative Games Meet Research Agendas.
R7140	Semantic Games In Logic and Epistemology.
R7141	Descartes' Theory of Judgement: Warranted Assertions, the Key to Science.
R7142	Judgement and the Epistemic Foundation of Logic
R7143	Children of One's Own.
R7144	Does Scientific Progress Necessarily Lead to a Unified Science?
R7145	Are the Sorites and Liar Paradox of a Kind?
R7146	Assertion, Denial and Non-classical Theories.
R7147	Introduction to the Philosophy and Mathematics of Algorithmic Learning Theory.
R7148	Paraconsistency: Logic and Applications
R7149	Primitive Recursive Arithmetic and Its Role in the Foundations of Arithmetic: Historical and Philosophical Reflections.
R7150	The Principle of Eurhythmy: A Key to the Unity of Physics.
R7151	Leibniz: What Kind of Rationalist?
R7152	Vagueness: A Guide
R7153	Le
R7154	Stable Philosophical Systems and Radical Anti-realism.
R7155	From Games to Dialogues and Back.
R7156	Is DNA Revolutionizing Medicine?
R7157	The "Middle Wittgenstein" and Modern Mathematics.
R7158	The Neutrality of Truth in the Debate Realism vs. Anti-realism.
R7159	Dynamic Logic of Propositional Commitments.
R7160	"Paroles Enti
R7161	Logical Consequence and Rationality.
R7162	Plurality of Science and Rational Integration of Knowledge.
R7163	Mathematicians' Narratives About Mathematics.
R7164	Vagueness and Linguistics.
R7165	Truth and Proof in Intuitionism.
R7166	Is Unsaying Polite?
R7167	The Law of Evidence and Labelled Deduction: A Position Paper.
R7168	The Puzzling Role of Philosophy in Life Sciences.
R7169	Looking at Water Through Paradigms.
R7170	Leibniz on Natural Law in the Nouveaux essais.
R7171	Notes on Inconsistent Set Theory.
R7172	Theory of Mind, Social Science, and Mathematical Practice.
R7173	How Logic Is Spoken of at the European Court of Justice: A Preliminary Exploration.
R7174	The Nature of Truth - An updated approach to the meaning of truth ascriptions
R7175	Jiha/Tropos-M
R7176	Using Conceptual Spaces to Model the Dynamics of Empirical Theories.
R7177	On The Narrow Epistemology of Game-Theoretic Agents.
R7178	Sorting out the Sorites.
R7179	In Defence Of The Dog: Response To Restall.
R7180	Windelband on 
R7181	The Harm of Being a Clone.
R7182	Logic, Epistemology, and the Unity of Science
R7183	French and Polish Conventionalism.
R7184	Polish Metaphysics and the Brentanian Tradition.
R7185	Tarski's Hidden Theory of Meaning: Sentences Say Exactly One Thing.
R7186	For a History of Leibniz's Principle of Sufficient Reason. First Formulations and Their Historical Background.
R7187	From a Geometrical Point of View, A Study of the History and Philosophy of Category Theory
R7188	Information Integration in Bioinformatics with Ontologies and Standards.
R7189	Neural Network Classification and Prior Class Probabilities.
R7190	Learning Programming with the PBL Method - Experiences on PBL Cases and Tutoring.
R7191	Formal Reasoning about Fault Tolerance and Parallelism in Communicating Systems.
R7192	Timed Hazard Analysis of Self-healing Systems.
R7193	Deep Learning via Semi-supervised Embedding.
R7194	Transportation.
R7195	Usability Engineering.
R7196	Combining Neural Networks and Context-Driven Search for On-line, Printed Handwriting Recognition in the Newton.
R7197	Assisting Human Cognition in Visual Data Mining.
R7198	Speeding Learning.
R7199	Big Learning and Deep Neural Networks.
R7200	Solving the Ill-Conditioning in Neural Network Learning.
R7201	Visual Mining of Association Rules.
R7202	Using Inherent Service Redundancy and Diversity to Ensure Web Services Dependability.
R7203	Chunking Constructions.
R7204	Anticipation in Coordination.
R7205	Applications and Evaluation: Overview.
R7206	Fluid Construction Grammar and Feature Constraint Logics.
R7207	Critical Infrastructure Protection - Information Infrastructure Models, Analysis, and Defense
R7208	Modelling Approaches.
R7209	Field Topology and Information Structure: A Case Study for German Constituent Order.
R7210	Constraint Handling Rules, Current Research Topics
R7211	Don't Get Emotional.
R7212	Active Vision for Goal-Oriented Humanoid Robot Walking.
R7213	Collaborative and Distributed Chemical Engineering. From Understanding to Substantial Design Process Support - Results of the IMPROVE Project
R7214	Welcome to Constraint Handling Rules.
R7215	Computing Argumentation for Decision Making in Legal Disputes.
R7216	Package-Based Description Logics.
R7217	Visual Exploration of Frequent Itemsets and Association Rules.
R7218	Early Stopping - But When?
R7219	Affect as a Mediator between Web-Store Design and Consumers' Attitudes toward the Store.
R7220	Assurances for Self-Adaptive Systems - Principles, Models, and Techniques
R7221	An Exchange Format for Multimodal Annotations.
R7222	A Formal Model for Peer-to-Peer Systems.
R7223	Biomine: A Network-Structured Resource of Biological Entities for Link Prediction.
R7224	Integrated Gate and Bus Assignment at Amsterdam Airport Schiphol.
R7225	Model Dependencies, Fine-Grained Relations, and Integrator Tools.
R7226	The Challenge of Anticipation, A Unifying Framework for the Analysis and Design of Artificial Cognitive Systems
R7227	Affect and Emotion in Human-Computer Interaction, From Theory to Applications
R7228	On Some Logic Games in Their Philosophical Context.
R7229	Exploring the Power of Outliers for Cross-Domain Literature Mining.
R7230	A Visual Data Mining Environment.
R7231	Anomaly Detection in Water Management Systems.
R7232	Fractional Permissions.
R7233	Alias Control for Deterministic Parallelism.
R7234	Retrieval of Case Law to Provide Layman with Information about Liability: Preliminary Results of the BEST-Project.
R7235	A Model for Feature-Based User Model Interoperability on the Web.
R7236	Multimedia and VR Support for Direct Communication of Designers.
R7237	Mining Patterns for Visual Interpretation in a Multiple-Views Environment.
R7238	Cover Similarity Based Item Set Mining.
R7239	Accessing a Large Multimodal Corpus Using an Automatic Content Linking Device.
R7240	Modelling Function-Based Mixed-Dimensional Objects with Attributes.
R7241	Semantic Techniques for the Web, The REWERSE Perspective
R7242	On the Challenge of Engineering Socio-technical Systems.
R7243	Synergy by Integrating New Functionality.
R7244	Stochastic Dynamics in the Brain and Probabilistic Decision-Making.
R7245	Notions of Aliasing and Ownership.
R7246	Benchmarking Methodology.
R7247	Context Visualization for Visual Data Mining.
R7248	Contrast Mining from Interesting Subgroups.
R7249	Reflections on the Teaching of Programming, Methods and Implementations
R7250	Network Compression by Node and Edge Mergers.
R7251	Intelligent User Profiling.
R7252	Integrative Simulation of Work Processes.
R7253	Transitioning to OOP/Java - A Never Ending Story.
R7254	An Overview of AI Research in Italy.
R7255	Text Visualization for Visual Text Analytics.
R7256	Improving Network Models and Algorithmic Tricks.
R7257	CS1: Getting Started.
R7258	A Dozen Tricks with Multitask Learning.
R7259	Moving in the Time: An Ontology for Identifying Legal Resources.
R7260	Visual Data Mining: An Introduction and Overview.
R7261	Recording Process Documentation in the Presence of Failures.
R7262	Square Unit Augmented, Radially Extended, Multilayer Perceptrons.
R7263	Service Overlays.
R7264	Creating and Exploiting Multimodal Annotated Corpora: The ToMA Project.
R7265	ICT-Supported Dispute Resolution.
R7266	Event-B Patterns for Specifying Fault-Tolerance in Multi-agent Interaction.
R7267	Review from an Industrial Perspective.
R7268	Protection of SCADA Communication Channels.
R7269	Model-Based Reasoning for Self-Adaptive Systems - Theory and Practice.
R7270	Avoiding Roundoff Error in Backpropagating Derivatives.
R7271	Composing Modular Ontologies with Distributed Description Logics.
R7272	Documenting the Progress of the System Development.
R7273	Review from a Design Process Perspective.
R7274	Centering Neural Network Gradient Factors.
R7275	On Importing Knowledge from Ontologies..
R7276	Link and Node Prediction in Metabolic Networks with Probabilistic Logic.
R7277	Privacy-Enhancing Identity Management in Business.
R7278	Planning and Moving in Dynamic Environments.
R7279	Large Ensemble Averaging.
R7280	Mini Project Programming Exams.
R7281	Anticipatory, Goal-Directed Behavior.
R7282	DataJewel: Integrating Visualization with Temporal Data Mining.
R7283	Work Process Models.
R7284	How, Then, Should We Program?
R7285	Patterns and Logic for Reasoning with Networks.
R7286	The eSTREAM Project.
R7287	Expressing Grammatical Meaning with Morphology: A Case Study for Russian Aspect.
R7288	Implementing Probabilistic Abductive Logic Programming with Constraint Handling Rules.
R7289	Automatic Generation of Semantic Metadata as Basis for User Modeling and Adaptation.
R7290	Bisociative Exploration of Biological and Financial Literature Using Clustering.
R7291	Decision Models.
R7292	Peer-to-Peer Overlays for Online Games.
R7293	Emotional Experience and Interaction Design.
R7294	Modelling a Biological System: Network Creation by Triplet Extraction from Biological Literature.
R7295	BiQL: A Query Language for Analyzing Information Networks.
R7296	Overview and Introduction Part II.
R7297	Artifact-Mediated Society and Social Intelligence Design.
R7298	Online Train Disposition: To Wait or Not to Wait?
R7299	An Integrated Environment for Heterogeneous Process Modeling and Simulation.
R7300	Object Graphs with Ownership Domains: An Empirical Study.
R7301	Introduction to Part III Teaching Software Engineering Issues.
R7302	The 3DVDM Approach: A Case Study with Clickstream Data.
R7303	VeriFast for Java: A Tutorial.
R7304	Understanding Ownership Types with Dependent Types.
R7305	A Logic Programming Approach to Parsing and Production in Fluid Construction Grammar.
R7306	On the Contextual Analysis of Agreement Scores.
R7307	Sector-Specific Information Infrastructure Issues in the Oil, Gas, and Petrochemical Sector.
R7308	Creating Brain-Like Intelligence: From Basic Principles to Complex Intelligent Systems
R7309	Heterogeneous Objects Modelling and Applications, Collection of Papers on Foundations and Practice
R7310	Security Aspects of SCADA and DCS Environments.
R7311	In the Mood: Tagging Music with Affects.
R7312	Data Exploration for Bisociative Knowledge Discovery: A Brief Overview of Tools and Evaluation Methods.
R7313	State Based Encapsulation for Modular Reasoning about Behavior-Preserving Refactorings.
R7314	Rulebase Technology and Legal Knowledge Representation.
R7315	Artificial Intelligence and Intelligent Systems Research in Chile.
R7316	Multimodal Intercultural Information and Communication Technology - A Framework for Designing and Evaluating Multimodal Intercultural Communicators.
R7317	Controlling the Hyperparameter Search in MacKay's Bayesian Neural Network Framework.
R7318	Computable Models of the Law, Languages, Dialogues, Games, Ontologies
R7319	On the Meaning of Focalization.
R7320	Aliasing in Object-Oriented Programming. Types, Analysis and Verification
R7321	The Future of Aliasing in Parallel Programming.
R7322	Business Process Models. Change Management
R7323	Stochastic Gradient Descent Tricks.
R7324	Software-Intensive Systems and New Computing Paradigms - Challenges and Visions
R7325	Computational Construction Grammar: Comparing ECG and FCG.
R7326	How Is It for You? (A Case for Recognising User Motivation in the Design Process).
R7327	Affective Intelligence: The Human Face of AI.
R7328	Ontology-Based Integration and Management of Distributed Design Data.
R7329	Integrating Robust Railway Network Design and Line Planning under Failures.
R7330	Rule-Based Policy Representations and Reasoning.
R7331	Extracting Modules from Ontologies: A Logic-Based Approach.
R7332	Handling Semantic Heterogeneity in Interoperable Distributed User Models.
R7333	Engineering Time-Expanded Graphs for Faster Timetable Information.
R7334	Dynamic Aspects of OPJK Legal Ontology.
R7335	Compliance.
R7336	Implementing Neural Networks Efficiently.
R7337	Design and Deployment of Large-Scale Software-Intensive Systems in Urban Districts.
R7338	SCADA Protocol Vulnerabilities.
R7339	Process/Product Model: Status and Open Problems.
R7340	Recoverable Robustness in Shunting and Timetabling.
R7341	Formal Properties of Modularisation.
R7342	Digital Privacy - PRIME - Privacy and Identity Management for Europe
R7343	Assurance of Self-adaptive Controllers for the Cloud.
R7344	Multilingual Knowledge Management.
R7345	Universal Desktop Fabrication.
R7346	Interactive Decision Tree Construction for Interval and Taxonomical Data.
R7347	Emerging Techniques for the Engineering of Self-Adaptive High-Integrity Software.
R7348	Light Robustness.
R7349	Transformation Invariance in Pattern Recognition - Tangent Distance and Tangent Propagation.
R7350	Gesture, Gaze and Persuasive Strategies in Political Discourse.
R7351	A Reinforcement-Learning Model of Top-Down Attention Based on a Potential-Action Map.
R7352	An Ontology for Spatial Regulations.
R7353	Towards Creative Information Exploration Based on Koestler's Concept of Bisociation.
R7354	Finding Representative Nodes in Probabilistic Graphs.
R7355	Modular Ontologies: Concepts, Theories and Techniques for Knowledge Modularization
R7356	Better Representations: Invariant, Disentangled and Reusable.
R7357	Structured Search Overlays.
R7358	Tools and Resources for Visualising Conversational-Speech Interaction.
R7359	Computational Affective Sociology.
R7360	AI in France: History, Lessons Learnt, State of the Art and Future.
R7361	A Methodology for Exploring Association Models.
R7362	Software Integration and Framework Development.
R7363	Promoting 
R7364	Accurate Proactive Adaptation of Service-Oriented Systems.
R7365	Controlled English for Reasoning on the Semantic Web.
R7366	The Stream Cipher Edon80.
R7367	Fault Tolerance Requirements Analysis Using Deviations in the CORRECT Development Process.
R7368	Fluid Construction Grammar in the Brain.
R7369	Engineering of Software-Intensive Systems: State of the Art and Research Challenges.
R7370	On the Integration of Graph Exploration and Data Analysis: The Creative Exploration Toolkit.
R7371	Achieving Self-adaptation through Dynamic Group Management.
R7372	Service Management for Development Tools.
R7373	Visual Data Mining - Theory, Techniques and Tools for Visual Analytics
R7374	Review from a Tools' Perspective.
R7375	A Practical Guide to Training Restricted Boltzmann Machines.
R7376	Supply Chain Business Intelligence: Technologies, Issues and Trends.
R7377	Tricks for Time Series.
R7378	Intelligent Multi-modal Interfaces for Mobile Applications in Hostile Environment(IM-HOST).
R7379	Mixed Reality: A Survey.
R7380	Bisociative Literature Mining by Ensemble Heuristics.
R7381	Web Ontology Segmentation: Extraction, Transformation, Evaluation.
R7382	Approaches and Challenges for Cognitive Vision Systems.
R7383	Emerging Models of Computation: Directions in Molecular Computing.
R7384	Effective Allocation of Fleet Frequencies by Reducing Intermediate Stops and Short Turning in Transit Systems.
R7385	Guard Reasoning in the Refined Operational Semantics of CHR.
R7386	Semantic Subgroup Discovery and Cross-Context Linking for Microarray Data Analysis.
R7387	Introduction to Part II.
R7388	Benefits of Anticipations in Cognitive Agents.
R7389	Architecture.
R7390	Exploration: Overview.
R7391	Source Norms and Self-regulated Institutions.
R7392	Feature-Based Material Blending for Heterogeneous Object Modeling.
R7393	Addressing Challenges of Ubiquitous User Modeling: Between Mediation and Semantic Integration.
R7394	Introduction to Part IV Assessment.
R7395	Discovery of Novel Term Associations in a Document Collection.
R7396	Location Types for Safe Programming with Near and Far References.
R7397	Conclusion and Outlook.
R7398	Pseudonyms and Private Credentials.
R7399	A Language and a Methodology for Prototyping User Interfaces for Control Systems.
R7400	Ludics, Dialogue and Interaction - PRELUDE Project - 2006-2009. Revised Selected Papers
R7401	Privacy Models and Languages: Assurance Checking Policies.
R7402	Molecular Biology - Not Only for Bioinformaticians
R7403	Meta-heuristic and Constraint-Based Approaches for Single-Line Railway Timetabling.
R7404	An Adaptive and Reactive Management System for Project Coordination.
R7405	Further Privacy Mechanisms.
R7406	Design of a New Stream Cipher-LEX.
R7407	Structured Interacting Computations.
R7408	A Flexible Search Framework for CHR.
R7409	An Implicit Complexes Framework for Heterogeneous Objects Modelling.
R7410	The MICKEY Stream Ciphers.
R7411	Ontology Integration Using epsilon-Connections.
R7412	Trivium.
R7413	Benchmarking Peer-to-Peer Systems - Understanding Quality of Service in Large-Scale Distributed Systems
R7414	A Retrospective on Aliasing Type Systems: 2012-2022.
R7415	Tools for Consistency Management between Design Products.
R7416	Natural-Language Syntax as Procedures for Interpretation: The Dynamics of Ellipsis Construal.
R7417	Specification for NLSv2.
R7418	Video-Streaming Overlays.
R7419	The Salsa20 Family of Stream Ciphers.
R7420	Using Paralinguistic Cues in Speech to Recognise Emotions in Older Car Drivers.
R7421	A Compositional Semantics for CHR with Propagation Rules.
R7422	Anticipation and Believability.
R7423	Introduction to Part I.
R7424	Review of BisoNet Abstraction Techniques.
R7425	The Rabbit Stream Cipher.
R7426	Learning Actions through Imitation and Exploration: Towards Humanoid Robots That Learn from Humans.
R7427	Comparing Two Emotion Models for Deriving Affective States from Physiological Data.
R7428	Introduction.
R7429	Formal Modeling and Verification of Self-* Systems Based on Observer/Controller-Architectures.
R7430	Aliasing Visions: Ownership and Location.
R7431	A Scenario Demonstrating Design Support in Chemical Engineering.
R7432	Summary and Conclusion.
R7433	Optimization of Continuous Heterogeneous Models.
R7434	The Role of Affect and Emotion in HCI.
R7435	Dynamic Process Management Based upon Existing Systems.
R7436	Privacy Models and Languages: Obligation Policies.
R7437	Constructing Legal Arguments with Rules in the Legal Knowledge Interchange Format (LKIF).
R7438	EvoSpaces - Multi-dimensional Navigation Spaces for Software Evolution.
R7439	Extending Formal Methods for Software-Intensive Systems.
R7440	Heterogeneous Object Design: An Integrated CAX Perspective.
R7441	Model-Based Testing Using Scenarios and Event-B Refinements.
R7442	Forecasting with Recurrent Neural Networks: 12 Tricks.
R7443	Cyber-Physical Systems and Events.
R7444	Introduction to Part I Issues in Introductory Programming Courses.
R7445	Ada 2012 Rationale - The Language, The Standard Libraries.
R7446	Applying Divide and Conquer to Large Scale Pattern Recognition Tasks.
R7447	Design and Verification of Fault-Tolerant Components.
R7448	Disruption Management in Passenger Railway Transportation.
R7449	Review from Academic Success Perspective.
R7450	Open Policies for Decentralized User Modeling in Online Communities.
R7451	Artificial Intelligence: An International Perspective
R7452	Bisociative Knowledge Discovery by Literature Outlier Detection.
R7453	Behaviour Equivalences in Timed Distributed pi-Calculus.
R7454	Probabilistic Verification at Runtime for Self-Adaptive Systems.
R7455	The Art of CIIP Strategy: Tacking Stock of Content and Processes.
R7456	Endowing Artificial Systems with Anticipatory Capabilities: Success Cases.
R7457	Security/Trustworthiness Assessment of Platforms.
R7458	Bisociative Music Discovery and Recommendation.
R7459	How to Train Neural Networks.
R7460	Reasoning about System-Degradation and Fault-Recovery with Deontic Logic.
R7461	Experiences with Functional Programming in an Introductory Curriculum.
R7462	The Exact Subgraph Recoverable Robust Shortest Path Problem.
R7463	Auditory-Induced Emotion: A Neglected Channel for Communication in Human-Computer Interaction.
R7464	Anticipation and Emotions for Goal Directed Agents.
R7465	Towards Learning by Interacting.
R7466	Evolution and Reactivity in the Semantic Web.
R7467	Reputation Management as an Extension of Future Identity Management.
R7468	MetaLex XML and the Legal Knowledge Interchange Format.
R7469	Introduction.
R7470	Traversing Ontologies to Extract Views.
R7471	Model Checking Adaptive Software with Featured Transition Systems.
R7472	Structure-Based Partitioning of Large Ontologies.
R7473	Privacy Models and Languages: Access Control and Data Handling Policies.
R7474	Computational Issues in Fluid Construction Grammar - A New Formalism for the Representation of Lexicons and Grammars
R7475	Multimodal Corpora - From Models of Natural Interaction to Systems and Applications
R7476	Three Senses of "Argument".
R7477	Methods, Models and Tools for Fault Tolerance
R7478	Service-Oriented Architectures and Application Integration.
R7479	Beyond Task Completion in the Workplace: Execute, Engage, Evolve, Expand.
R7480	Immersive Visual Data Mining: The 3DVDM Approach.
R7481	Computable Models of the Law and ICT: State of the Art and Trends in European Research.
R7482	Integrative Visual Data Mining of Biomedical Data: Investigating Cases in Chronic Fatigue Syndrome and Acute Lymphoblastic Leukaemia.
R7483	Regularization Techniques to Improve Generalization.
R7484	DREP: A Requirements Engineering Process for Dependable Reactive Systems.
R7485	See ColOr: Seeing Colours with an Orchestra.
R7486	From Information Networks to Bisociative Information Networks.
R7487	An Introduction to Application Domain Modeling.
R7488	Design Support of Reaction and Compounding Extruders.
R7489	Apprentice-Based Learning Via Integrated Lectures and Assignments.
R7490	Neural Networks: Tricks of the Trade - Second Edition
R7491	Infrastructure Sectors and the Information Infrastructure.
R7492	CryptMT3 Stream Cipher.
R7493	Cognitive Adequacy in Brain-Like Intelligence.
R7494	Consideration of Multiple Components of Emotions in Human-Technology Interaction.
R7495	User Modeling for Pedestrian Navigation Services.
R7496	Simulation-Supported Workflow Optimization in Process Engineering.
R7497	Heterogeneous Modeling of Biological Organs and Organ Growth.
R7498	User-Centric Privacy-Enhancing Identity Management.
R7499	A Formal Deconstruction of Fluid Construction Grammar.
R7500	Introduction: Anticipation in Natural and Artificial Cognition.
R7501	Bridging Concept Identification for Constructing Information Networks from Text Documents.
R7502	Privacy and Identity Management Requirements: An Application Prototype Perspective.
R7503	Deterrence and Defeasibility in Argumentation Process for ALIS Project.
R7504	MetaVex: Regulation Drafting Meets the Semantic Web.
R7505	Frameworks in Teaching.
R7506	The Grain Family of Stream Ciphers.
R7507	Incentive-Compatible Robust Line Planning.
R7508	Ludics and Web: Another Reading of Standard Operations.
R7509	Software Engineering for Ensembles.
R7510	Teaching Software Development Using Extreme Programming.
R7511	Privacy-Aware Identity Lifecycle Management.
R7512	Bisociative Discovery in Business Process Models.
R7513	Adaptive CHR Meets CHR
R7514	Human Machine Interaction, Research Results of the MMI Program
R7515	The Stream Cipher HC-128.
R7516	Active Learning and Examination Methods in a Data Structures and Algorithms Course.
R7517	Advances in Ubiquitous User Modelling, Revised Selected Papers
R7518	Efficient Timetable Information in the Presence of Delays.
R7519	Confined Roles and Decapsulation in Object Teams - Contradiction or Synergy?
R7520	Acoustic Emotion Recognition for Affective Computer Gaming.
R7521	Introducing Intelligence in Electronic Healthcare Systems: State of the Art and Future Trends.
R7522	CHR for Imperative Host Languages.
R7523	Decentralized Monitoring in Peer-to-Peer Systems.
R7524	Modularity in Databases.
R7525	Relevance and Utility in an Argumentative Framework: An Application to the Accommodation of Discourse Topics.
R7526	Feasibility of Personalized Affective Video Summaries.
R7527	Semantic Search with GoPubMed.
R7528	Semantic Integration of Adaptive Educational Systems.
R7529	Towards Cognitive Robotics.
R7530	The HybridTree: A Hybrid Constructive Shape Representation for Free-Form Modeling.
R7531	Supporting the Construction of Spanish Legal Ontologies with Text2Onto.
R7532	Immutability.
R7533	Visual Methods for Examining SVM Classifiers.
R7534	New Stream Cipher Designs - The eSTREAM Finalists
R7535	Ludics and Rhetorics.
R7536	Temporal Deontic Defeasible Logic: An Analytical Approach.
R7537	Identifying Dynamical Systems for Forecasting and Control.
R7538	Co-evolution of Rewards and Meta-parameters in Embodied Evolution.
R7539	Introduction to Part III.
R7540	F-FCSR Stream Ciphers.
R7541	Model-Driven Development of Safe Self-optimizing Mechatronic Systems with MechatronicUML.
R7542	(Missing) Concept Discovery in Heterogeneous Information Networks.
R7543	Selecting the Links in BisoNets Generated from Document Collections.
R7544	Using BlueJ to Introduce Programming.
R7545	The Dragon Stream Cipher: Design, Analysis, and Implementation Issues.
R7546	Some Requirements for Human-Like Robots: Why the Recent Over-Emphasis on Embodiment Has Held Up Progress.
R7547	Creating Standardized Video Recordings of Multimodal Interactions across Cultures.
R7548	Ontologies and Coherence Spaces.
R7549	Collaborative E-Learning.
R7550	Assumption-Based Argumentation for Epistemic and Practical Reasoning.
R7551	Formal and Conceptual Comparison of Ontology Mapping Languages.
R7552	A Practical Guide to Applying Echo State Networks.
R7553	Multimodal Interfaces: A Survey of Principles, Models and Frameworks.
R7554	Design Methods for Fluid Construction Grammar.
R7555	A Simple Trick for Estimating the Weight Decay Parameter.
R7556	Privacy-Aware Access Control System: Evaluation and Decision.
R7557	Spatial Organization of the Chemical Paradigm and the Specification of Autonomic Systems.
R7558	Technology Assurance.
R7559	6th.
R7560	Change-Enabled Software Systems.
R7561	Mining Railway Delay Dependencies in Large-Scale Real-World Delay Data.
R7562	Time-Dependent Route Planning.
R7563	Understanding Cyber Threats and Vulnerabilities.
R7564	Human-Computer Interaction.
R7565	Node Similarities from Spreading Activation.
R7566	10 Steps and Some Tricks to Set up Neural Reinforcement Controllers.
R7567	Towards Bisociative Knowledge Discovery.
R7568	Concepts and Fields of Relational Justice.
R7569	Automatic Recognition of Emotions from Speech: A Review of the Literature and Recommendations for Practical Realisation.
R7570	Emotion Recognition through Multiple Modalities: Face, Body Gesture, Speech.
R7571	Using On-Line Tutorials in Introductory IT Courses.
R7572	Network Analysis: Overview.
R7573	Decimv2.
R7574	The Concept of Recoverable Robustness, Linear Programming Recovery, and Railway Applications.
R7575	Introduction: Privacy, Trust, and Identity Management.
R7576	An Introduction to Privacy-Enhancing Identity Management.
R7577	Towards Effective Visual Data Mining with Cooperative Approaches.
R7578	Using Developers' Experience in Cooperative Design Processes.
R7579	Separation Logic for Object-Oriented Programming.
R7580	Component Models for Semantic Web Languages.
R7581	Structured Aliasing.
R7582	Airport Security Controls - Prototype Summary.
R7583	Form-Semantics-Function - A Framework for Designing Visual Data Representations for Visual Data Mining.
R7584	Visual Discovery of Network Patterns of Interaction between Attributes.
R7585	Hybrid Reasoning with Rules and Ontologies.
R7586	Complex Declension Systems and Morphology in Fluid Construction Grammar: A Case Study of Polish.
R7587	From Complex Networks to Intelligent Systems.
R7588	Complementing Visual Data Mining with the Sound Dimension: Sonification of Time Dependent Data.
R7589	Privacy Assurance Checking.
R7590	Financial Services Industry.
R7591	Requirements for Identity Management from the Perspective of Multilateral Interactions.
R7592	ASIC Hardware Performance.
R7593	The Need for Privacy-Enhancing Identity Management.
R7594	In the Moodie: Using 'Affective Widgets' to Help Contact Centre Advisors Fight Stress.
R7595	HOVISSE - Haptic Osteosynthesis Virtual Intra-operative Surgery Support Environment.
R7596	The SmartWeb Corpora: Multimodal Access to the Web in Natural Environments.
R7597	Bisociative Knowledge Discovery - An Introduction to Concept, Algorithms, Tools, and Applications
R7598	Anticipation in Attention.
R7599	Tools for Grammar Engineering.
R7600	Using 2D Hierarchical Heavy Hitters to Investigate Binary Relationships.
R7601	From Application Domain Models to Tools: The Sketch of a Layered Process/Product Model.
R7602	The Identity Landscape.
R7603	Towards Discovery of Subgraph Bisociations.
R7604	Learning Feature Representations with K-Means.
R7605	Morphological Computation - Connecting Brain, Body, and Environment.
R7606	Introduction.
R7607	Content Delivery Overlays.
R7608	Anticipation by Analogy.
R7609	SARDF: Signed Approximate Real Distance Functions in Heterogeneous Objects Modeling.
R7610	Management and Reuse of Experience Knowledge in Extrusion Processes.
R7611	The Geneva Convention on the Treatment of Object Aliasing.
R7612	eSTREAM Software Performance.
R7613	AUGUR: Interface Adaptation for Small Screen Devices.
R7614	Affective Human-Robotic Interaction.
R7615	Interactive Visualization - A Survey.
R7616	Improvements in Recall and Precision in Wolters Kluwer Spain Legal Search Engine.
R7617	Goal-Oriented Information Flow Management in Development Processes.
R7618	Model-Driven Programming.
R7619	A Reflective Architecture for Robust Language Processing and Learning.
R7620	Overview of Critical Information Infrastructure Protection.
R7621	Formal Tools for the Analysis of Brain-Like Structures and Dynamics.
R7622	Efficient BackProp.
R7623	Verification of a Self-configuration Protocol for Distributed Applications in the Cloud.
R7624	Location-Based Services.
R7625	Ownership Types: A Survey.
R7626	Cyber Vulnerability in Power Systems Operation and Control.
R7627	Formal Development of a Total Order Broadcast for Distributed Transactions Using Event-B.
R7628	Constructive Hypervolume Modeling Using Extended Space Mappings.
R7629	The Interdisciplinary IMPROVE Project.
R7630	Representing and Incorporating Prior Knowledge in Neural Network Training.
R7631	Simulated Emotion in Affective Embodied Agents.
R7632	Administration Models and Management Tools.
R7633	Unsupervised Clustering in Multimodal Multiparty Meeting Analysis.
R7634	Visual Analytics: Scope and Challenges.
R7635	Introduction to Part II Introducing Object-Oriented Programming.
R7636	Integrated Application Domain Models for Chemical Engineering.
R7637	Beyond the Geneva Convention on the Treatment of Object Aliasing.
R7638	Product Data Models.
R7639	Training Deep and Recurrent Networks with Hessian-Free Optimization.
R7640	Robust and Online Large-Scale Optimization: Models and Techniques for Transportation Systems
R7641	Creating Brain-Like Intelligence.
R7642	Deep Boltzmann Machines and the Centering Trick.
R7643	Work Processes and Process-Centered Models and Tools.
R7644	Constructing Rule-Based Solvers for Intentionally-Defined Constraints.
R7645	Telecommunications.
R7646	Failure Avoidance in Configurable Systems through Feature Locality.
R7647	The Composite Sensing of Affect.
R7648	Future Challenges for Autonomous Systems.
R7649	Visual Saliency Computation - A Machine Learning Perspective
R7650	Computer-Assisted Work Process Modeling in Chemical Engineering.
R7651	Solving Partially Observable Reinforcement Learning Problems with Recurrent Neural Networks.
R7652	Mathematical Support for Ensemble Engineering.
R7653	Criteria and Evaluation for Ontology Modularization Techniques.
R7654	Object Ownership in Program Verification.
R7655	Basal Ganglia Models for Autonomous Behavior Learning.
R7656	Incremental and Interactive Integrator Tools for Design Product Consistency.
R7657	A Bicriteria Approach for Robust Timetabling.
R7658	Shunting for Dummies: An Introductory Algorithmic Survey.
R7659	User-Level Workflow Design - A Bioinformatics Perspective.
