R0	Ardent Software
R1526	Test de Mac Nemar et analyse statistique implicative.
R1527	Analyse statistique implicative et didactique des math
R1528	Guide d'utilisation des principales fonctionnalit
R1529	Exploration visuelle de donn
R1530	Arbre de d
R1531	Analyse statistique implicative entre variables vectorielles.
R1532	Une m
R1533	Historique et fonctionnalit
R1534	Degr
R1535	Évaluation d'un r
R1536	Cat
R1537	Analyse Implicative S
R1538	Applications 
R1539	Mod
R1540	Clustering multi-vues : une approche centralis
R1541	Probl
R1542	Approche bay
R1543	Statistique de rangs et analyse statistique implicative.
R1544	Un protocole d'
R1545	Une 
R1546	Mod
R1547	Iconographie m
R1548	Recalage et fusion d'images sonar multivues : crit
R1549	Un exemple d'analyse implicative en neuro-psychologie : la comparaison de groupes contrast
R1550	Approche pr
R1551	Classification faiblement supervis
R1552	Mesurer l'
R1553	Qualit
R1554	Étude de repr
R1555	Estimation de la fiabilit
R1556	Fondements th
R1557	The Art of Deliberating - Democracy, Deliberation and the Life Sciences between History and Theory
R1558	Discrimination Data Analysis: A Multi-disciplinary Bibliography.
R1559	Intentional State-Ascription in Multi-Agent Systems - A Case Study in Unmanned Underwater Vehicles.
R1560	Understanding Scientific Inference in the Natural Sciences Based on Abductive Inference Strategies.
R1561	Why Unbiased Computational Processes Can Lead to Discriminative Decision Procedures.
R1562	Combining and Analyzing Judicial Databases.
R1563	Direct and Indirect Discrimination Prevention Methods.
R1564	Intention Recognition, Commitment and Their Roles in the Evolution of Cooperation - From Artificial Intelligence Techniques to Evolutionary Game Theory Models.
R1565	Privacy-Preserving Data Mining Techniques: Survey and Challenges.
R1566	Transparency in Data Mining: From Theory to Practice.
R1567	Data Dilemmas in the Information Society: Introduction and Overview.
R1568	Emotional Control-Conditio Sine Qua Non for Advanced Artificial Intelligences?
R1569	An Examination of the Thesis of Models as Representations.
R1570	Snapshots of Sensorimotor Perception: Putting the Body Back into Embodiment.
R1571	Of (Zombie) Mice and Animats.
R1572	A Pre-neural Goal for Artificial Intelligence.
R1573	From the Received View to the Model-Theoretic Approach.
R1574	Generative Artificial Intelligence.
R1575	Data Mining as Search: Theoretical Insights and Policy Responses.
R1576	What to Do with the Singularity Paradox?
R1577	Philosophy and Theory of Artificial Intelligence
R1578	"Computational Ontology and Deontology".
R1579	The Two (Computational) Faces of AI.
R1580	What Is Data Mining and How Does It Work?
R1581	The Discovery of Discrimination.
R1582	'Quantum Linguistics' and Searle's Chinese Room Argument.
R1583	Knowledge-Based Policing: Augmenting Reality with Respect for Privacy.
R1584	Evolutionary Tolerance.
R1585	Limits of Computational Explanation of Cognition.
R1586	A Study of Model and Representation Based on a Duhemian Thesis.
R1587	Artificial Intelligence Safety Engineering: Why Machine Ethics Is a Wrong Approach.
R1588	Moral Intuitions vs. Moral Reasoning. A Philosophical Analysis of the Explanatory Models Intuitionism Relies On.
R1589	Machine Intentionality, the Moral Status of Machines, and the Composition Problem.
R1590	Toward a Modern Geography of Minds, Machines, and Math.
R1591	Deictic Imaginings: Semiosis at Work and at Play
R1592	Cognitive Chance Discovery: From Abduction to Affordance.
R1593	Introducing Positive Discrimination in Predictive Models.
R1594	Turing Revisited: A Cognitively-Inspired Decomposition.
R1595	Becoming Digital: Reconciling Theories of Digital Representation and Embodiment.
R1596	Feasibility of Whole Brain Emulation.
R1597	The Physics and Metaphysics of Computation and Cognition.
R1598	C.S. Peirce and Artificial Intelligence: Historical Heritage and (New) Theoretical Stakes.
R1599	Artificial Intelligence and the Body: Dreyfus, Bickhard, and the Future of AI.
R1600	The New Experimental Science of Physical Cognitive Systems - AI, Robotics, Neuroscience and Cognitive Sciences under a New Name with the Old Philosophical Problems?
R1601	Physical Computation and Cognitive Science
R1602	Machine Mentality?
R1603	Being-in-the-AmI: Pervasive Computing from Phenomenological Perspective.
R1604	The Greenhouse Metaphor and the Greenhouse Effect: A Case Study of a Flawed Analogous Model.
R1605	Not by Luck Alone: The Importance of Chance-Seeking and Silent Knowledge in Abductive Cognition.
R1606	The Frame Problem - Autonomy Approach versus Designer Approach.
R1607	A Comparative Analysis of Anti-Discrimination and Data Protection Legislations.
R1608	The Info-computational Nature of Morphological Computing.
R1609	Philosophy and Cognitive Science - Western 
R1610	Introducing Experion as a Primal Cognitive Unit of Neural Processing.
R1611	Risks of Profiling and the Limits of Data Protection Law.
R1612	Practical Introspection as Inspiration for AI.
R1613	Cognitive Abduction and the Study of Visual Culture.
R1614	Scientific Models Are Not Fictions - Model-Based Science as Epistemic Warfare.
R1615	From Mindless Modeling to Scientific Models - The Case of Emerging Models.
R1616	The Influence of Engineering Theory and Practice on Philosophy of AI.
R1617	Risks and Mitigation Strategies for Oracle AI.
R1618	Quality of Information, the Right to Oblivion and Digital Reputation.
R1619	On Animal Cognition: Before and After the Beast-Machine Controversy.
R1620	Techniques for Discrimination-Free Predictive Models.
R1621	Understanding Violence - The Intertwining of Morality, Religion and Violence: A Philosophical Stance
R1622	Explainable and Non-explainable Discrimination in Classification.
R1623	The Way Forward.
R1624	The Past, Present, and Future Encounters between Computation and the Humanities.
R1625	A Proposal on Belief, Abduction and Interpretation.
R1626	From Data Minimization to Data Minimummization.
R1627	Social Justice in Practice - Questions in Ethics and Political Philosophy
R1628	Discrimination and Privacy in the Information Society - Data Mining and Profiling in Large Databases
R1629	The Reality of the Artificial - Nature, Technology and Naturoids
R1630	Exploiting Runtime Variation in Complete Solvers.
R1631	High-Level Concept Detection in Video Using a Region Thesaurus.
R1632	Code and Data Propagation on a PC's Multi-Agent System.
R1633	Using Artificial Intelligence for Intrusion Detection.
R1634	Adaptive Stream Mining: Pattern Learning and Mining from Evolving Data Streams
R1635	Part II: Intelligent Human-Computer Interaction.
R1636	Ontology-based Management of Pervasive Systems.
R1637	New Trends in Multimedia and Network Information Systems
R1638	Design Problems, Frames and Innovative Solutions
R1639	Usability of UML Modeling Tools.
R1640	Part I: General Purpose Applications of AI.
R1641	Configuration Management of Massively Scalable Systems.
R1642	TCPN-Based Tool for Timing Constraints Modelling and Validation.
R1643	Quantitative motor function evaluation: the VAMA project experience.
R1644	Approximation Methods for Efficient Learning of Bayesian Networks
R1645	Evaluation of Internet Connections.
R1646	Exploring Bad Code Smells Dependencies.
R1647	Preliminary Analysis of the Effects of Pair Programming and Test-Driven Development on the External Code Quality.
R1648	A DIYD (Do It Yourself Design) e-commerce system for vehicle design based on Ontologies and 3D Visualization.
R1649	Interoperability of Monitoring Tools with JINEXT.
R1650	Context Awareness Triggered by Multiple Perceptual Analyzers.
R1651	I-Math: an Intelligent Accessible Mathematics system for People with Visual Impairment.
R1652	Evaluation of Software Quality.
R1653	Modelling Agent Behaviours in Simulating Transport Corridors Using Prometheus and Jason.
R1654	Design for Emergence - Collaborative Social Play with Online and Location-Based Media
R1655	A Collaborative Filtering Approach to Personalized Interactive Entertainment using MPEG-21.
R1656	Adaptive Tabu Search and Applications in Engineering Design.
R1657	Embedding Intelligence into EDA Tools.
R1658	Towards an Evolvable Engineering Design Framework for Interactive Computer Design Support of Mechatronic Systems.
R1659	Estimation of Similarity between Colour Images.
R1660	Robotic Sensor Networks: An Application to Monitoring Electro-Magnetic Fields.
R1661	Algorithms and Architectures of Artificial Intelligence
R1662	Agile Software Development at Sabre Holdings.
R1663	Connections to Statistical Physics.
R1664	A Distributed Information System Architecture for Collaborative Design.
R1665	Product-mix Design Decision under TOC by Soft-sensing of Level of Satisfaction using Modified Fuzzy-LP.
R1666	Application of Swarm Intelligence in E-Learning Systems.
R1667	Detecting and Rating Dementia of Alzheimer Type through Lexical Analysis of Spontaneous Speech.
R1668	Handbook of Satisfiability
R1669	KOTEK: Clustering Of The Enterprise Code.
R1670	Intelligent Experimental Design Using an Artificial Neural Network Meta Model and Information Theory.
R1671	Integrated Intelligent Systems for Engineering Design
R1672	Intelligent Mechanisms for Energy Reduction in Design of Wireless Sensor Networks using Learning Methods.
R1673	Problems of Data Quality in an Integrated Cadastral Information System.
R1674	Optimization of Top-k Spatial Preference Queries' Execution Process Based on Similarity of Preferences.
R1675	Intelligent Models for Design Conceptualization of Autonomous Vehicle Storage and Retrieval Systems.
R1676	Pattern Recognition Methods for Acute Myeloid Leukemia (AML) Induction-Treatment Analysis.
R1677	An Attempt to Use the KEEL Tool to Evaluate Fuzzy Models for Real Estate Appraisal.
R1678	Software Process Maturity and the Success of Free Software Projects.
R1679	GRMT: an Alternative Communication Tool for Individuals.
R1680	Change Management with Dynamic Object Roles and Overloading Views.
R1681	Software Verification.
R1682	Symmetry and Satisfiability.
R1683	Ontology and the Semantic Web
R1684	The Logic of Adaptive Behavior - Knowledge Representation and Algorithms for Adaptive Sequential Decision Making under Uncertainty in First-Order and Relational Domains
R1685	Reasoning with Quantified Boolean Formulas.
R1686	Recursive Neural Networks for Cheminformatics: QSPR for Polymeric Compounds (Towards Biomaterials Design).
R1687	Multiple-Test Analysis of Sequences of SNPs for Determining Susceptibility to Pre-eclampsia.
R1688	Integrated Intelligent Design for STEP-based Electro-Mechanical Assemblies.
R1689	Application of a computer science analysis to a Non Hodgkin Lymphomas patients' dataset.
R1690	STAH-TREE: Quality Tests of Hybrid Index for Spatio-Temporal Aggregation.
R1691	Semantics Enabled Problem Based Brokering of Organizational Knowledge.
R1692	Satisfiability Modulo Theories.
R1693	Part III: Intelligent Applications in eHealth.
R1694	Localizing and Extracting Caption in News Video Using Multi-Frame Average.
R1695	Reviewing State of the Art AI Systems for Skin Cancer Diagnosis.
R1696	Granules for Learning Behavior.
R1697	The Process of Integrating Ontologies for Knowledge Base Systems.
R1698	Approximate Optimization Using Computaional Intelligence and its Application to Reinforcement of Cable-stayed Bridges.
R1699	An Inductive Logic Programming Approach to Statistical Relational Learning
R1700	Interpretation of gene expression microarray experiments.
R1701	Portrait Identification in Digitized Paintings on the Basis of a Face Detection System.
R1702	An Approach to Software Design Reuse Using Case-Based Reasoning and WordNet.
R1703	A Layered Declarative Approach to Ontology Translation with Knowledge Preservation.
R1704	Mining Local Buffer Data.
R1705	Thai Syllable Analysis for Rule-Based Text to Speech System.
R1706	Acquisition of a New Type of Lexical-Semantic Relation from German Corpora.
R1707	Modeling and Verification of Reactive Software Using LOTOS.
R1708	Non-Clausal SAT and ATPG.
R1709	Part IV: Real world AI applications in Computer Engineering.
R1710	Motion planning and bimanual coordination in humanoid robots.
R1711	Constraint Reasoning for Differential Models
R1712	Fuzzy Systems in Biomedicine.
R1713	Knowledge Modelling Using UML Profile for Knowledge-Based Systems Development.
R1714	Use-Cases Engineering with UC Workbench.
R1715	Adaptive System for the Integration of Recommendation Methods with Social Filtering Enhancement.
R1716	Minimal Unsatisfiability and Autarkies.
R1717	A Class of Algorithms for Distributed Constraint Optimization
R1718	Stochastic Boolean Satisfiability.
R1719	The UID Approach - the Balance between Hard and Soft Methodologies.
R1720	The Specifics of Dedicated Data Warehouse Solutions.
R1721	Cluster-Centric Approach to News Event Extraction.
R1722	SMiLE - Session Mobility in mobiLe Environments.
R1723	Recommender System Technologies based on Argumentation 1.
R1724	CNF Encodings.
R1725	Automated Pressure Ulcer Lesion Diagnosis: An Initial Study.
R1726	Translation Accuracy Influence on the Retrieval Results.
R1727	Introduction.
R1728	Ontology Representation - Design Patterns and Ontologies that Make Sense
R1729	Planning and SAT.
R1730	Thai Text-Thai Sign Translation Application (T
R1731	Development of Safety-Critical Systems with RTCP-Nets Support.
R1732	MATHMASTER: an Alternative Math Word Problems Translation.
R1733	Adaptive Web Sites - A Knowledge Extraction from Web Data Approach
R1734	Novel Curve Signatures and Combination Method for Thai Online Character Recognition.
R1735	Pre-processing Techniques for the QSAR Problem.
R1736	Rough Sets Methods and Applications for Medical Data: A Survival Analysis Experience.
R1737	Effectiveness of Video Segmentation Techniques for Different Categories of Videos.
R1738	On some Problems with Modelling of Exceptions in UML.
R1739	Codespector - a Tool for Increasing Source Code Quality.
R1740	A Classifier Ensemble Approach to Intrusion Detection for Network-Initiated Attacks.
R1741	Architecture of Parallel Spatial Data Warehouse: Balancing Algorithm and Resumption of Data Extraction.
R1742	Software Engineering: Evolution and Emerging Technologies
R1743	Combinatorial Designs by SAT Solvers.
R1744	Selection and Testing of Reporting Tools for an Internet Cadastre Information System.
R1745	Designing World Closures for Knowledge-Based System Engineering.
R1746	SimpLe: Lexical Simplification using Word Sense Disambiguation.
R1747	Pseudo-Boolean and Cardinality Constraints.
R1748	Emerging Artificial Intelligence Applications in Computer Engineering - Real Word AI Systems with Applications in eHealth, HCI, Information Retrieval and Pervasive Technologies
R1749	Quantification of Customer Multi-Preference and Motivation through Data and Text Mining in New Product Design.
R1750	Classification Visualization across Mapping on a Sphere.
R1751	Where and Who? Person Tracking and Recognition System.
R1752	Data Modeling with UML 2.0.
R1753	Learning to Interpret Cognitive States from fMRI Brain Images.
R1754	Requirement Management in Practice.
R1755	From Research to Business.
R1756	Dynamic hardware-based optimization for adaptive array antennas.
R1757	System Definition and Implementation Plan Driven by non-Linear Quality Function Deployment Model.
R1758	A case study on the System for Paleographic Inspections (SPI): challenges and new developments.
R1759	Design of Fuzzy Models through Particle Swarm Optimization.
R1760	A contribution of informatics to clinical oncology: innovative approaches to FISH image evaluation.
R1761	Speech and Prosodic Processing for Assistive Technology.
R1762	Interoperable cross media content and DRM for multichannel distribution.
R1763	SIGNMT: an Alternative Sign-Text MT for Language Learning.
R1764	Computational Approaches to Assistive Technologies for People with Disabilities
R1765	Technical Metadata and Standards for Digitisation of Cultural Heritage in Poland.
R1766	An Integrated Approach Towards Intelligent Educational Content Adaptation.
R1767	Worst-Case Upper Bounds.
R1768	Web-Based Recommender Systems and User Needs - the Comprehensive View.
R1769	ATG 2.0: the Platform for Automatic Generation of Training Simulations.
R1770	Internet Laboratory Instructions for Advanced Software Engineering Course.
R1771	Conditional and Preferential Logics: Proof Methods and Theorem Proving
R1772	Visual Affect Recognition
R1773	Design and Development of Monitoring Agents for Assisting Nasa Engineers with Shuttle Ground Processing.
R1774	Incomplete Algorithms.
R1775	A Semantic-Based Navigation Approach for Information Retrieval in the Semantic Web.
R1776	Determination of Opening Learning Scenarios in Intelligent Tutoring Systems.
R1777	Conceptual Modelling and Automated Implementation of Rule-Based Systems.
R1778	Fixed-Parameter Tractability.
R1779	Short-term time-to-event model of response to treatment following the GIMEMA protocol for Acute Myeloid Leukaemia.
R1780	Model Counting.
R1781	Bounded Model Checking.
R1782	Random Satisfiability.
R1783	Assistive Technology Products.
R1784	SAT Techniques for Modal and Description Logics.
R1785	Grid Enabled Virtual Storage System Using Service Oriented Architecture.
R1786	Multimedia Support Systems as Assistive Technology for Hearing Impaired Students.
R1787	Software Complexity Analysis for Multitasking Systems Implemented in the Programming Language C.
R1788	The ISMS Business Environment Elaboration Using a UML Approach.
R1789	Workflow Management System in Software Production 
R1790	Bioprofiling over Grid for Personalised eHealthcare for AD.
R1791	Supervised Machine Learning: A Review of Classification Techniques.
R1792	Open Source - Ideology or Methodology?
R1793	Complete Algorithms.
R1794	Integrated Knowledge-based System for Product Design in Furniture Estimate.
R1795	Implementation of the Requirements Driven Quality Control Method in a Small IT Company.
R1796	Formal Approach to Prototyping and Analysis of Modular Rule-Based Systems.
R1797	Conflict-Driven Clause Learning SAT Solvers.
R1798	Look-Ahead Based SAT Solvers.
R1799	Intelligent Process Planning Optimization for Product Cost Estimation.
R1800	Multi-Relational Data Mining
R1801	MaxSAT, Hard and Soft Constraints.
R1802	Model Management Based on a Visual Transformation Language.
R1803	Clinical decision support for ovarian tumor diagnosis using Bayesian models: Results from the IOTA study.
R1804	Assistive Technology: Concluding Remarks and the Future.
R1805	Many Valued Algebraic Structures as the Measures for Comparison.
R1806	Legal Theory, Sources of Law and the Semantic Web
R1807	Computational Intelligence and Bioengineering - Essays in Memory of Antonina Starita
R1808	Uncertainty Treatment Using Paraconsistent Logic - Introducing Paraconsistent Artificial Neural Networks
R1809	Video Watermarking and Benchmarking.
R1810	Dimension Reduction and Data Visualization Using Neural Networks.
R1811	Grounding Geographic Information in Perceptual Operations
R1812	Assembling Composite Web Services from Autonomous Components.
R1813	A Bayesian Methodology for Estimating Uncertainty of Decisions in Safety-Critical Systems.
R1814	Theory of Quantified Boolean Formulas.
R1815	Image Identification Based on the Pupil Size Analysis During Human-Computer Interaction.
R1816	A History of Satisfiability.
R1817	Inference Mechanisms for Knowledge Management System in E-health Environment.
R1818	RAD Tool for Object Code Generation: A Case Study.
R1819	CMMI Process Improvement Project in ComputerLand.
R1820	Packet Loss Concealment Algorithm for VoIP Transmission in Unreliable Networks.
R1821	Data Mining Approach to Analysis of Computer Logs Using New Patterns.
R1822	Intelligent Processing of Medical Images in the Wavelet Domain.
R1823	Prediction Models of an Indoor Smart Antenna System Using Artificial Neural Networks.
R1824	Foundations of Directed Mutation.
R1825	Fundaments of Branching Heuristics.
R1826	Particle Swarm Optimization for clustering short-text corpora.
R1827	Structure and meaning of elementary programs.
R1828	Towards automatic program synthesis.
R1829	Symposium on Semantics of Algorithmic Languages
R1830	Semantics of algol-like statements.
R1831	A property of linear conditionals.
R1832	Axiom systems for simple assignment statements.
R1833	Procedures and parameters: An axiomatic approach.
R1834	Proving correctness of implementation techniques.
R1835	Experience with inductive assertions for proving programs correct.
R1836	Algebraic theories and program schemes.
R1837	Formalization of storage properties.
R1838	Examples of formal semantics.
R1839	Mathematical theory of partial correctness.
R1840	The lattice of flow diagrams.
R1841	Program schemes, programs and logic.
R1842	Terminological Ontologies - Design, Management and Practical Applications
R1843	Resource Management for Device-to-Device Underlay Communication.
R1844	Sustainable Web Ecosystem Design.
R1845	Modeling Trust Context in Networks.
R1846	Security for Multi-hop Wireless Networks
R1847	Spatio-Temporal Databases - Complex Motion Pattern Queries.
R1848	Location Privacy Protection in Mobile Networks.
R1849	A Survey of Core Research in Information Systems.
R1850	Transportation and Information - Trends in Technology and Policy.
R1851	Group Cell Architecture for Cooperative Communications.
R1852	Enabling Secure and Privacy Preserving Communications in Smart Grids
R1853	Distributed Medium Access Control in Wireless Networks.
R1854	Dynamic Cloud Collaboration Platform - A Market-Oriented Approach.
R1855	Resource Management in Utility and Cloud Computing.
R1856	Autonomic Computing Enabled Cooperative Networked Design
R1857	Rhodes Framework for Android
R1858	Sentiment Analysis for PTSD Signals.
R1859	Peer-to-Peer Query Processing over Multidimensional Data.
R1860	Automatic Malware Analysis - An Emulator Based Approach.
R1861	Linear Network Error Correction Coding
R1862	JRuby Rails Web Application Development
R1863	Human Action Recognition with Depth Cameras
R1864	Unsupervised Information Extraction by Text Segmentation.
R1865	Security-aware Cooperation in Cognitive Radio Networks
R1866	Energy-Efficient Area Coverage for Intruder Detection in Sensor Networks
R1867	Quantitative Security Risk Assessment of Enterprise Networks.
R1868	Scalable Parallel Programming Applied to H.264/AVC Decoding.
R1869	Power Distribution and Performance Analysis for Wireless Communication Networks.
R1870	Glazed Panel Construction with Human-Robot Cooperation.
R1871	Energy-aware Scheduling on Multiprocessor Platforms.
R1872	Data-driven Generation of Policies
R1873	Autonomous Robotics and Deep Learning
R1874	Criminal Justice Forecasts of Risk - A Machine Learning Approach.
R1875	Security for Cloud Storage Systems.
R1876	Routing for Wireless Multi-Hop Networks.
R1877	A Brief History of Cryptology and Cryptographic Algorithms.
R1878	Autonomic Cooperative Networking.
R1879	Distributed Space-Time Coding.
R1880	Evolutionary Game Design.
R1881	Bluetooth Security Attacks - Comparative Analysis, Attacks, and Countermeasures.
R1882	A Survey of Data Leakage Detection and Prevention Solutions.
R1883	Modeling and Analysis of Voice and Data in Cognitive Radio Networks
R1884	Open Problems in Spectral Dimensionality Reduction
R1885	4G Femtocells - Resource Allocation and Interference Management.
R1886	The Design of Cloud Workflow Systems.
R1887	Studies on Urban Vehicular Ad-hoc Networks.
R1888	Secure IP Mobility Management for VANET.
R1889	Explaining Algorithms Using Metaphors.
R1890	Spatio-temporal Networks - Modeling and Algorithms.
R1891	ITIL
R1892	Energy Detection for Spectrum Sensing in Cognitive Radio
R1893	Video Processing in the Cloud.
R1894	Data Center Networks - Topologies, Architectures and Fault-Tolerance Characteristics.
R1895	Attachment Transmission in Wireless Networks
R1896	A Primer of Multicast Routing.
R1897	Markov Models for Handwriting Recognition.
R1898	Security and Privacy in Mobile Social Networks.
R1899	A General Framework for Reasoning On Inconsistency.
R1900	A Contrario - Line Segment Detection
R1901	Automated Configuration Problem Solving.
R1902	Seamless and Secure Communications over Heterogeneous Wireless Networks
R1903	Trustworthy Execution on Mobile Devices.
R1904	Data Dissemination and Query in Mobile Social Networks.
R1905	Guide to OSI and TCP/IP Models
R1906	Information-Theoretic Evaluation for Computational Biomedical Ontologies
R1907	Distributed Context-Aware Systems
R1908	Architectures of Small-Cell Networks and Interference Management
R1909	Distributed Hash Table - Theory, Platforms and Applications.
R1910	Spatial AutoRegression (SAR) Model - Parameter Estimation Techniques.
R1911	Intermittently Connected Mobile Ad Hoc Networks - from Routing to Content Distribution.
R1912	Concepts, Ontologies, and Knowledge Representation.
R1913	Performance Evaluation Software - Moving Object Detection and Tracking in Videos.
R1914	Variational Regularization of 3D Data - Experiments with MATLAB
R1915	Physical Layer Approaches for Securing Wireless Communication Systems.
R1916	Security for Wireless Implantable Medical Devices.
R1917	Enabling Content Distribution in Vehicular Ad Hoc Networks
R1918	Concise Computer Mathematics - Tutorials on Theory and Problems.
R1919	Intrusion Detection for IP-Based Multimedia Communications over Wireless Networks.
R1920	Internet Resource Pricing Models.
R1921	Network Robustness under Large-Scale Attacks.
R1922	Modeling and Simulating Command and Control - For Organizations Under Extreme Situations.
R1923	Auction Design for the Wireless Spectrum Market
R1924	Location Privacy Preservation in Cognitive Radio Networks
R1925	Wireless Virtualization.
R1926	Traffic-Sign Recognition Systems.
R1927	Middleware Solutions for the Internet of Things.
R1928	Repairing and Querying Databases under Aggregate Constraints.
R1929	Interactive Co-segmentation of Objects in Image Collections.
R1930	Android Malware.
R1931	Voice over IP Security - A Comprehensive Survey of Vulnerabilities and Academic Research.
R1932	Lossy Image Compression - Domain Decomposition-Based Algorithms.
R1933	Distributed Denial of Service Attack and Defense.
R1934	Demand-Driven Associative Classification.
R1935	Mobile Web Browsing Using the Cloud.
R1936	RFID as an Infrastructure.
R1937	Sustainable Wireless Networks.
R1938	Applications of Algebra to Communications, Control, and Signal Processing.
R1939	Radio Resource Management Using Geometric Water-Filling
R1940	Cognitive Virtual Network Operator Games.
R1941	Cooperative Networking in a Heterogeneous Wireless Medium.
R1942	Querying over Encrypted Data in Smart Grids
R1943	Integrating 3D Modeling, Photogrammetry and Design
R1944	Efficient Algorithms for Discrete Wavelet Transform - With Applications to Denoising and Fuzzy Inference Systems.
R1945	Network Hardening - An Automated Approach to Improving Network Security
R1946	Image Blending Techniques and their Application in Underwater Mosaicing
R1947	Querying Moving Objects Detected by Sensor Networks.
R1948	Bootstrapping Trust in Modern Computers.
R1949	Security Assessment in Vehicular Networks.
R1950	Countering Brandjacking in the Digital Age - ... and Other Hidden Risks to Your Brand.
R1951	Fast Compact Algorithms and Software for Spline Smoothing.
R1952	Wireless Coordinated Multicell Systems - Architectures and Precoding Designs
R1953	From Fault Classification to Fault Tolerance for Multi-Agent Systems.
R1954	Interworking of Wireless LANs and Cellular Networks.
R1955	Big Data - Related Technologies, Challenges and Future Prospects
R1956	Traffic Measurement on the Internet.
R1957	Collaborative Web Hosting - Challenges and Research Directions
R1958	Vision-based Pedestrian Protection Systems for Intelligent Vehicles.
R1959	Semantic Web-based Intelligent Geospatial Web Services.
R1960	Agile Risk Management
R1961	Mobile Authentication - Problems and Solutions.
R1962	Autonomous Military Robotics
R1963	Social Media Audit - Measure for Impact.
R1964	Guide to ILDJIT.
R1965	A System Engineer's Guide to Host Configuration and Maintenance Using Cfengine
R1966	Warum Web 2.0? Oder: Was vom Web 2.0 wirklich bleiben wird.
R1967	Social Semantic Web: Web 2.0 - Was nun?
R1968	Anwendungen und Technologien des Web 2.0: Ein 
R1969	Semantische Mashups auf Basis Vernetzter Daten.
R1970	Das Semantic Web als Werkzeug in der biomedizinischen Forschung.
R1971	Web-gest
R1972	Implications of Emerging Data Mining.
R1973	Semantic Wikipedia.
R1974	Expertise bewerben und finden im Social Semantic Web.
R1975	Modellierung von Anwenderverhalten im Social Semantic Web.
R1976	Wissensmodellierung im Semantic Web.
R1977	Semantische Content Management Systeme.
R1978	Die zwei Kulturen.
R1979	Social Bookmarking am Beispiel BibSonomy.
R1980	Das Social Semantic Web aus kommunikationssoziologischer Perspektive.
R1981	Semantic Desktop.
R1982	Semantische Wikis.
R1983	Explorative Netzwerkanalyse im Living Web.
R1984	Semantic Web Revisited - Eine kurze Einf
R1985	Privacy im Social Semantic Web.
R1986	Tag-Recommender gest
R1987	Die Zeitung der Zukunft.
R1988	Anreicherung von Webinhalten mit Semantik - Microformats und RDFa.
R1989	Die Usability von Rich Internet Applications.
R1990	Entwicklungsperspektiven von Social Software und dem Web 2.0.
R1991	Organizational Routines as Mechanisms for Knowledge Creation, Utilization, and Storage.
R1992	Personalization and Technology-Enabled Marketing.
R1993	OLAP-Sequential Mining: Summarizing Trends from Historical.
R1994	Toward a Maturity Model for Knowledge Management Systems Integration.
R1995	Patterns of Word Use for Deception in Testimony.
R1996	Knowledge Diffusion in Contemporary R
R1997	Knowledge Networking to overcome the Digital Divide.
R1998	Towards Enhanced Usability of Natural Language Interfaces to Knowledge Bases.
R1999	Web-Based Applications in Healthcare and Biomedicine
R2000	Dynamic Emergency Response Management for Large Scale Decision Making in Extreme Hazardous Events.
R2001	An Analysis of ERP Decision Making Practice and Consequences for Subsequent System Life Cycle Stages: A Case Study.
R2002	Mobile Communities - Current Status and Challenges.
R2003	Towards Knowledge-Based Life Science Publication Repositories.
R2004	Information Integration for Terrorist or Criminal Social Networks.
R2005	Design and Analysis of Index Structures in MultiVersion Data.
R2006	Information Technology Impact on Business Practices: The Ucla Bit Project.
R2007	Cost Model for X-BR-tree.
R2008	A Good Recipe for Solving MINLPs.
R2009	E-Government and Data Protection in the Public Sector.
R2010	Critical Success Factors for Implementation of Business Intelligence Systems: A Study of Engineering Asset Management Organizations.
R2011	Knowledge Management and Organizational Learning
R2012	MetaBoosting: Enhancing Integer Programming Techniques by Metaheuristics.
R2013	Information Systems Outsourcing Contracts: Theory and Evidence.
R2014	Near-Miss Detection in Nursing: Rules and Semantics.
R2015	ONDOCS: Ordering Nodes to Detect Overlapping Community Structure.
R2016	Knowledge Management and Organizational Learning.
R2017	Usage of Exact Algorithms to Enhance Stochastic Local Search Algorithms.
R2018	Beyond Rationality: Information Design for Supporting Emergent Groups in Emergency Response.
R2019	Size, Structure and Growth of the U.S. Information Economy.
R2020	Avoiding Attribute Disclosure with the (Extended) 
R2021	An Empirical Study of Sections in Classifying Disease Outbreak Reports.
R2022	A Multi-Attribute Auction Format for Procurement with Limited Disclosure of Buyer's Preference Structure.
R2023	Partially Distributed Emergency Teams: Considerations of Decision Support for Virtual Communities of Practice.
R2024	Valuing Knowledge Within Virtual CoPs: The Quest for Meaningful Indicators.
R2025	Assessing Today: Determining the Decision Value of Decision Support Systems.
R2026	Antecedents of Procedural Governance in Knowledge - Sharing Alliances.
R2027	Web Resources for Gene List Analysis in Biomedicine.
R2028	A Social Network-Based Recommender System (SNRS).
R2029	A Metamodel for the Specification of Geographical Data.
R2030	Markov Random Field and Social Networks.
R2031	SOAP/WAD-Based Web Services for Biomedicine.
R2032	Generating Social Awareness Through Social Network Sites.
R2033	Evaluation for Web-Based Applications.
R2034	A Proactive Demand Management Model for Controlling E-Retailer Inventory.
R2035	Matheuristics - Hybridizing Metaheuristics and Mathematical Programming
R2036	Near Real Time ETL.
R2037	Mining Interesting Rules Without Support Requirement: A General Universal Existential Upward Closure Property.
R2038	Semantic Document Model to Enhance Data and Knowledge Interoperability.
