R0	Ardent Software
R3158	Multidimensional On-line Mining.
R3159	Parameter Setting in EAs: a 30 Year Perspective.
R3160	Route Search Algorithm in Timetable Graphs and Extension for Block Agents.
R3161	Engaging Children in Play Therapy: The Coupling of Virtual Reality Games with Social Robotics.
R3162	The Particle Swarm Algorithm.
R3163	Branch and Bound Algorithm Using Cutting Angle Method for Global Minimization of Increasing Positively Homogeneous Functions.
R3164	Learning Probabilistic Decision Making by a Service Robot with Generalization of User Demonstrations and Interactive Refinement.
R3165	An Adaptive PC to Mobile Web Contents Transcoding System Based on MPEG-21 Multimedia Framework.
R3166	Tools and Applications with Artificial Intelligence
R3167	Using Kalman-filtered Radial Basis Function Networks for Index Arbitrage in the Financial Markets.
R3168	Real Time Measurement and Visualization of ECG on Mobile Monitoring Stations of Biotelemetric System.
R3169	Long-Range Prediction of Population by Sex, Age and District Based on Fuzzy Theories.
R3170	Optimization of Response Integration with Fuzzy Logic in Ensemble Neural Networks Using Genetic Algorithms.
R3171	Analyzing Discourse and Text Complexity for Learning and Collaborating - A Cognitive Approach Based on Natural Language Processing
R3172	SudokuSat-A Tool for Analyzing Difficult Sudoku Puzzles.
R3173	The Music Information Retrieval Evaluation eXchange: Some Observations and Insights.
R3174	Training of Classifiers for the Recognition of Musical Instrument Dominating in the Same-Pitch Mix.
R3175	Generalized Lattices Express Parallel Distributed Concept Learning.
R3176	Extracting Rules from Incomplete Decision Systems: System ERID.
R3177	Intelligent and Interactive Web-Based Tutoring System in Engineering Education: Reviews, Perspectives and Development.
R3178	Optimal Support Features for Meta-Learning.
R3179	WSRPS: A Weaning Success Rate Prediction System Based on Artificial Neural Network Algorithms.
R3180	Mining the Most Generalization Association Rules.
R3181	Mining Frequent Weighted Closed Itemsets.
R3182	A Virtual Supply Chain Model for QoS Assessment.
R3183	The Core Method: Connectionist Model Generation for First-Order Logic Programs.
R3184	Knowledge-Based Adaptive Machining Concept for Service Oriented Architectures.
R3185	Mathematical Model Used in Decision-Making Process with Respect to the Reliability of Geodatabase.
R3186	Evolutionary Green Computing Solutions for Distributed Cyber Physical Systems.
R3187	Quantised Problem Spaces and the Particle Swarm Algorithm.
R3188	Multi-objective Team Forming Optimization for Integrated Product Development Projects.
R3189	Evolutionary Based Solutions for Green Computing
R3190	Scalable Optimization via Probabilistic Modeling
R3191	Perception-based Data Mining and Decision Making in Economics and Finance
R3192	Innovations in Neural Information Paradigms and Applications
R3193	Universal Approach to Study Delayed Dynamical Systems.
R3194	M-CLANN: Multiclass Concept Lattice-Based Artificial Neural Network.
R3195	Advanced Intelligent Computational Technologies and Decision Support Systems
R3196	A Column Generation Based Label Correcting Approach for the Sensor Management in an Information Collection Process.
R3197	Example-Based Human Pose Recovery under Predicted Partial Occlusions.
R3198	Ant Colony Optimization and Its Application to the Vehicle Routing Problem with Pickups and Deliveries.
R3199	A Bayesian Criterion for Evaluating the Robustness of Classification Rules in Binary Data Sets.
R3200	Computational Optimization and Applications in Engineering and Industry
R3201	RDBMS Model for Scientific Articles Analytics.
R3202	Data Preprocessing and Data Mining as Generalization.
R3203	An Evaluation Fuzzy Model and Its Application for Knowledge-Based Social Network.
R3204	The Gaussian Polytree EDA with Copula Functions and Mutations.
R3205	Clustering the Web 2.0.
R3206	An Algorithmic Framework for Adaptive Web Content.
R3207	Multi-view Object Categorization and Pose Estimation.
R3208	Building Visual Surveillance Systems with Neural Networks.
R3209	A Novel Embedded Computer Based Autonomous Robot for Sewer Pipe Inspection.
R3210	Musical Instrument Category Discrimination Using Wavelet-Based Source Separation.
R3211	A Hippocampus-Neocortex Model for Chaotic Association.
R3212	A Simple Optimised Search Heuristic for the Job Shop Scheduling Problem.
R3213	AVS Video Coding Standard.
R3214	Designing and Developing Electronic Market Games.
R3215	A Body of Evidence: Avatars and the Generative Nature of Bodily Perception.
R3216	Evolutionary Regular Substitution Boxes.
R3217	On Parallel Evolutionary Algorithms on the Computational Grid.
R3218	Numerical Simulation of Heat and Moisture Transfer in Porous Walls with Microencapsulated PCM.
R3219	Design of Parallel Estimation of Distribution Algorithms.
R3220	The Evolution of Intelligent Agents within the World Wide Web.
R3221	Modular Neural Networks with Fuzzy Response Integration for Signature Recognition.
R3222	Genetic Algorithms and Monte Carlo Simulation for the Optimization of System Design and Operation.
R3223	COMMONS GAME Made More Exciting by an Intelligent Utilization of the Two Evolutionary Algorithms.
R3224	Intelligent Method for Contrast Enhancement in Digital Video.
R3225	Evolutionary Neuro-Fuzzy Systems and Applications.
R3226	Mining Causal Relationships in Multidimensional Time Series.
R3227	Redundancy Optimization Problems with Uncertain Lifetimes.
R3228	Personalized Multi-Stage Decision Support in Reverse Logistics Management.
R3229	The Augmentation Concept: How to Make a Product "Active" during Its Life Cycle.
R3230	Memetic Algorithms in Discrete Optimization.
R3231	Perception for Human Motion Understanding.
R3232	Artificial Intelligence Evolved from Random Behaviour: Departure from the State of the Art.
R3233	Decision Making and Imperfection
R3234	Fuzzy Logic Control in Communication Networks.
R3235	Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing
R3236	Metaheuristic Optimization: Nature-Inspired Algorithms and Applications.
R3237	Environmental Impact Assessment by Multi-Agent Systems.
R3238	Neural Network Based Approaches for Network Traffic Prediction.
R3239	Advanced Modeling of Management Processes in Information Technology
R3240	PSI-Toolkit: A Natural Language Processing Pipeline.
R3241	ParadisEO-MOEO: A Software Framework for Evolutionary Multi-Objective Optimization.
R3242	Autonomous Locomotion of Humanoid Robots in Presence of Mobile and Immobile Obstacles.
R3243	Parameter Adaptation for GP Forecasting Applications.
R3244	Fast Algorithms for the Design of Complex-Shape Devices in Electromechanics.
R3245	Flow Modeling of Hollow Fiber Dialyzers.
R3246	Analysis and Testing of the 
R3247	A socio-cultural ontology for urban development.
R3248	A Construction of Hierarchical Rough Set Approximations in Information Systems Using Dependency of Attributes.
R3249	Multi-Objective Optimization of Support Vector Machines.
R3250	Mining Hospital Management Data using R.
R3251	Design Rationale of an Adaptive Geographical Information System.
R3252	Cellular Neural Networks Based Time-Series Approximation for Real Time Systems' Modeling-and-Identification and Behavior Forecast in Transportation: Motivation, Problem Formulation, and Some Research Avenues.
R3253	Incorporating a priori Knowledge in Probabilistic-Model Based Optimization.
R3254	Discrimination of Locomotion Direction at Different Speeds: A Comparison between Macaque Monkeys and Algorithms.
R3255	Real-Time Reconstruction System Using a High-Performance Computer for Electroholography.
R3256	Aggregate Selection in Evolutionary Robotics.
R3257	Decorrelation of Sequences of Medical CT Images Based on the Hierarchical Adaptive KLT.
R3258	Implementation, Deployment and Governance of SOA Adaptive Systems.
R3259	Applied Graph Theory in Computer Vision and Pattern Recognition
R3260	An Environment Recognition System Using SOM.
R3261	An Overview of Computational Sparse Models and Their Applications in Artificial Intelligence.
R3262	Phylogenomics, Protein Family Evolution, and the Tree of Life: An Integrated Approach between Molecular Evolution and Computational Intelligence.
R3263	Parallel Ant Colony Optimization for 3D Protein Structure Prediction using the HP Lattice Model.
R3264	A Dynamical Ant Colony Optimization with Heuristics for Scheduling Jobs on a Single Machine with a Common Due Date.
R3265	Application of Estimation of Distribution Algorithms for Nuclear Fuel Management.
R3266	Cognitive Aspects of Tacit Knowledge and Cultural Diversity.
R3267	Profiling Network Applications with Fuzzy C-means and Self-Organizing Maps.
R3268	An Evolutionary Approach for Assessing the Degree of Robustness of Solutions to Multi-Objective Models.
R3269	A Conversation Model Enabling Intelligent Agents to Give Emotional Support.
R3270	Mining and Analysis of Clickstream Patterns.
R3271	Statistical and Constraint Programming Approaches for Parameter Elicitation in Lexicographic Ordering.
R3272	Type-2 Fuzzy Grammar in Language Evolution.
R3273	EVOLVE - A Bridge between Probability, Set Oriented Numerics and Evolutionary Computation
R3274	A Memetic-Neural Approach to Discover Resources in P2P Networks.
R3275	Hybrid Cloud Architecture for VANET Simulations.
R3276	Smart Information and Knowledge Management: Advances, Challenges, and Critical Issues
R3277	Memory Models for Intelligent Social Companions.
R3278	Towards Data-Driven Hybrid Composition of Data Mining Multi-agent Systems.
R3279	A Pragmatic Model of Attention and Anticipation for Active Sensor Systems.
R3280	The Minimal Model of Glucose Disappearance in Type I Diabetes.
R3281	Homogeneous Non Idling Problems: Models and Algorithms.
R3282	A New Approach for Choosing the Most Appropriate Fuzzy Ranking Algorithm for Solving MADM Problems.
R3283	Using HFST for Creating Computational Linguistic Applications.
R3284	Handwritten Numerical Character Recognition Based on Paraconsistent Artificial Neural Networks.
R3285	Ultrasound Biomicroscopy Glaucoma Images Analysis Based on Rough Set and Pulse Coupled Neural Network.
R3286	Medical Decision Support System Using Pattern Recognition Methods for Assessment of Dermatoglyphic Indices and Diagnosis of Down's Syndrome.
R3287	Complexity in the Discovery of Chance: Daily Life Criticality.
R3288	Matching of Hypergraphs - Algorithms, Applications, and Experiments.
R3289	Multi-objective Simulated Annealing Algorithm for Partner Selection in Virtual Enterprises.
R3290	Evaluation of Experience-based Support for Organizational Employees.
R3291	Building Adaptable Mobile Middleware Services Using Logical Mobility Techniques.
R3292	Principal Component Analysis Used in Estimation of Human's Immune System, Suffered from Allergic Rhinosinusopathy Complicated with Clamidiosis or without It.
R3293	Auction-Based Resource Reservation Game in Small World.
R3294	Prediction of Gene Function Using Ensembles of SVMs and Heterogeneous Data Sources.
R3295	Audio Cover Song Identification and Similarity: Background, Approaches, Evaluation, and Beyond.
R3296	Applying Semantics and Data Interoperability Principles for Cloud Management Systems.
R3297	Fuzzy without Fuzzy: Why Fuzzy-Related Aggregation Techniques Are Often Better Even in Situations without True Fuzziness.
R3298	Prioritized Fuzzy Information Fusion for Handling Multi-Criteria Fuzzy Decision-Making Problems.
R3299	A Multi-agent Architecture for Sensors and Actuators' Fault Detection and Isolation in Case of Uncertain Parameter Systems.
R3300	Multiple Factors Based Qualitative Simulation for Flood Analysis.
R3301	Pattern Classification Methods for Analysis and Visualization of Brain Perfusion CT Maps.
R3302	Sensory Quality Management and Assessment: from Manufacturers to Consumers.
R3303	Improving the Host Authentication Mechanism for POD Copy Protection System.
R3304	Advances in Information and Intelligent Systems
R3305	Segmentation and Classification of Leukocytes. Using Neural Networks: A Generalization Direction.
R3306	State Estimation for Micro Air Vehicles.
R3307	Do We Need Internal Models for Movement Control?
R3308	The SURE_REACH Model for Motor Learning and Control of a Redundant Arm: From Modeling Human Behavior to Applications in Robotics.
R3309	Lessons Learnt from the Cryptanalysis of Chaos-Based Ciphers.
R3310	Supervised Sequence Labelling with Recurrent Neural Networks
R3311	A Methodology for Conducting Knowledge Discovery on the Semantic Web.
R3312	UGC Video Sharing: Measurement and Analysis.
R3313	Quantifying Anticipatory Characteristics. The AnticipationScope
R3314	Imitation Learning: An Application in a Micro Robot Soccer Game.
R3315	Discontinuous Control and Backstepping Method for the Underactuated Control of VTOL Aerial Robots with Four Rotors.
R3316	Evolutionary Reconstruction of Chaotic Systems.
R3317	Recommendation Framework for Online Social Networks.
R3318	Semantic Based Error Avoidance and Correction for Video Streaming.
R3319	Reliability Assessment of Composite Power Systems Using Genetic Algorithms.
R3320	Agent-Based Simulation in AgE Framework.
R3321	Time Series Prediction with the Self-Organizing Map: A Review.
R3322	Omnidirectional Vision for Indoor Spatial Layout Recovery.
R3323	Supporting Ill-Structured Negotiation Problems.
R3324	Application of Analytic Programming for Evolutionary Synthesis of Control Law - Introduction of Two Approaches.
R3325	Variable Length Number Chains Generation without Repetitions.
R3326	Intelligence in Reliability Engineering: New Metaheuristics, Neural and Fuzzy Techniques in Reliability
R3327	The First Automated Negotiating Agents Competition (ANAC 2010).
R3328	Model-Based Control Design of Integrated Vehicle Systems.
R3329	E-Service Intelligence: Methodologies, Technologies and Applications
R3330	Connectionist Fuzzy Relational Systems.
R3331	A Consolidated Study Regarding the Formation of the Aero-Inlet Vortex.
R3332	Understandability of Association Rules: A Heuristic Measure to Enhance Rule Quality.
R3333	ACO Hybrid Algorithm for Document Classification System.
R3334	Natural Intelligence and Artificial Intelligence: Bridging the Gap between Neurons and Neuro-Imaging to Understand Intelligent Behaviour.
R3335	Monitoring Shift and Movement in Data using Dynamic Feature Maps.
R3336	E-Service Cost Benefit Evaluation and Analysis.
R3337	Foundations of Computational Intelligence, Volume 1: Learning and Approximation
R3338	Terrestrial Television Broadcasting in China: Technologies and Applications.
R3339	Computational Intelligence for Agent-based Systems
R3340	Semantic Relations and Information Discovery.
R3341	Evolutionary Swarm Robotics - Evolving Self-Organising Behaviours in Groups of Autonomous Robots
R3342	Ontology-Based Query Expansion with Latently Related Named Entities for Semantic Text Search.
R3343	Explicit Memory Schemes for Evolutionary Algorithms in Dynamic Environments.
R3344	Multilateral Mediated Negotiation Protocols with Feedback.
R3345	Techniques for Extracting and Modeling Geometric Features from Point Cloud Data Sets with Application to Urban Terrain Modeling.
R3346	Hybrid Metaheuristics, An Emerging Approach to Optimization
R3347	Genetic Algorithms for the Airport Gate Assignment: Linkage, Representation and Uniform Crossover.
R3348	Efficient Swarm Neighborhood Management Using the Layered Delaunay Triangulation.
R3349	Hybrid Approach in Power Electronics and Motion Control.
R3350	Compression of Electrocardiogram Using Neural Networks and Wavelets.
R3351	A Novel Real-Time Emotion Detection System for Advanced Driver Assistance Systems.
R3352	Self-organizing Shortcuts in an Overlay Network.
R3353	COST Action C20 Urban Knowledge Arena: Cross-boundary Knowledge and Know-how on Complex Urban Problems.
R3354	Intelligent Unmanned Systems: Theory and Applications
R3355	Semantic Evaluation of Search Result Clustering Methods.
R3356	Introduction to Document Analysis and Recognition.
R3357	An Adaptive Metaheuristic for the Simultaneous Resolution of a Set of Instances.
R3358	Building an Address Gazetteer on top of an Urban Network Ontology.
R3359	The Construction of Fuzzy-valued t-norms and t-conorms.
R3360	Impact of Purity Measures on Knowledge Extraction in Decision Trees.
R3361	Dealing with Missing Values in a Probabilistic Decision Tree during Classification.
R3362	Recursively Generated Evolutionary Turing Machines and Evolutionary Automata.
R3363	On Synchronization of Coupled Delayed Neural Networks.
R3364	Modeling Approaches and Algorithms for Advanced Computer Applications
R3365	A Model of Team Decision Making Using Situation Awareness.
R3366	Current Perspectives on PACS and a Cardiology Case Study.
R3367	Evolutionary Optimisation Techniques to Estimate Input Parameters in Environmental Emergency Modelling.
R3368	Data Mining of Missing Persons Data.
R3369	Fault Recovery Performance Analysis of Functionally Distributed Transport Networking System.
R3370	Stopping Criterion Selection for Efficient Semi-supervised Time Series Classification.
R3371	Machine Learning Tool for Automatic ASA Detection.
R3372	A Scenario-based Evolutionary Scheduling Approach for Assessing Future Supply Chain Fleet Capabilities.
R3373	Basic Notation and Terminology.
R3374	Morphic Computing.
R3375	Markovian Bias of Neural-based Architectures With Feedback Connections.
R3376	Centralised Strategies for Cluster Formation in Sensor Networks.
R3377	Designing Dispatching Rules to Minimize Total Tardiness.
R3378	Improving Light Position in a Growth Chamber through the Use of a Genetic Algorithm.
R3379	A Multi-agent Model for Job-Shop Scheduling.
R3380	Innovations in Digital Watermarking Techniques
R3381	Mathematical Foundation of Association Rules - Mining Associations by Solving Integral Linear Inequalities.
R3382	A new approach for the fuzzy shortest path problem.
R3383	Partial Covers, Reducts and Decision Rules in Rough Sets - Theory and Applications
R3384	'MULTIPLES': A Challenging Learning Framework for the Generation of Multiple Perspectives within e-Collaboration Settings.
R3385	A Gradient-Based Forward Greedy Algorithm for Space Gaussian Process Regression.
R3386	An Intelligent Approach for Security Management of an Enterprise Network Using Planner.
R3387	An Examination of Model-Based Reasoning in Science and Medicine in India.
R3388	Low-Level Hybridization of Scatter Search and Particle Filter for Dynamic TSP Solving.
R3389	Next Generation Service Delivery Network as Enabler of Applicable Intelligence in Decision and Management Support Systems.
R3390	An Enhanced Support Vector Machines Model for Classification and Rule Generation.
R3391	Volunteer Based Search Engine for Holonic Manufacturing Services.
R3392	Locally Distributed Handover Decision Making for Seamless Connectivity in Multihomed Moving Networks.
R3393	An Algorithm for Mining Weighted Dense Maximal 1-Complete Regions.
R3394	Data Reduction for Pattern Recognition and Data Analysis.
R3395	Different Approaches Regarding the Operational Control of Production in a Flexible Manufacturing Cell.
R3396	Grey Differential Equation GM(1, 1) Modeling In Repairable System Modeling.
R3397	SPICE Model for Fast Time Domain Simulation of Power Transformers, Exploiting the Ferromagnetic Hysteresis and Eddy-Currents.
R3398	Uncertainty Reasoning and Chance Discovery.
R3399	Identifying Disease-Related Biomarkers by Studying Social Networks of Genes.
R3400	Agent-Based Grid Computing.
R3401	A Multi-Objective Evolutionary Algorithm for Channel Routing Problems.
R3402	Semantic Indexing and Fuzzy Relevance Model in Information Retrieval.
R3403	Assistive Wheelchair Navigation: A Cognitive View.
R3404	hCHAC-4, an ACO Algorithm for Solving the Four-Criteria Military Path-finding Problem.
R3405	Fast and Intelligent Determination of Image Segmentation Method Parameters.
R3406	Deterministic Search Algorithm for Sequencing and Scheduling.
R3407	Scenario to Data Mapping Algorithm and Its Application to Chance Discovery Process Support.
R3408	Traffic Light Control by Multiagent Reinforcement Learning Systems.
R3409	A Framework of Rough Clustering for Web Transactions.
R3410	A Multilayer Ontology Scheme for Integrated Searching in Distributed Hypermedia.
R3411	Controlled Switching Dynamical Systems Using Linear Impulsive Differential Equations.
R3412	Multiset of Agents in a Network for Simulation of Complex Systems.
R3413	Intelligent Precision Motion Control.
R3414	Anti-spam Filter Based on Data Mining and Statistical Test.
R3415	Practical 3D Reconstruction Based on Photometric Stereo.
R3416	The effects of market structure on a heterogeneous evolving population of traders.
R3417	Review of Classifier Combination Methods.
R3418	Decision Making under Synchronous Time Stress among Bilateral Decision Makers.
R3419	What, Where and Who? Telling the Story of an Image by Activity Classification, Scene Recognition and Object Categorization.
R3420	Fuzziness of Rule Outputs by the DB Operators-Based Control Problems.
R3421	Systematic Design for Emergence in Cellular Nonlinear Networks: With Applications in Natural Computing and Signal Processing.
R3422	From Ants to Robots and Back: How Robotics Can Contribute to the Study of Collective Animal Behavior.
R3423	Context-Aware Multimodal Human-Computer Interaction.
R3424	Advances in Evolutionary Algorithms: Theory, Design and Practice.
R3425	Translation Ambiguity Resolution Using Interactive Contextual Information.
R3426	Analyzing Groups: A Social Signaling Perspective.
R3427	A Summary of Genomic Databases: Overview and Discussion.
R3428	Data Mining and Genetic Algorithms: Finding Hidden Meaning in Biological and Biomedical Data.
R3429	Erratum: Biofeedback Systems and Their Application in the Hemodialysis Therapy.
R3430	Clustering Dynamic Web Usage Data.
R3431	Capturing Player Enjoyment in Computer Games.
R3432	Ontological Query Processing and Maintaining Techniques for FAQ Systems.
R3433	Text Clustering on Oral Conversation Corpus.
R3434	Particle Swarm Optimisation for Operational Planning: Unit Commitment and Economic Dispatch.
R3435	A New Approach to Building Fuzzy Classifications in Sociological Research with Survey Data.
R3436	Local Phase Quantization for Blur Insensitive Texture Description.
R3437	Measuring Geodesic Body Measurements with Distributed Collocation Method.
R3438	Advanced Simulator Data Mining for Operators' Performance Assessment.
R3439	A Study of Bandwidth Guaranteed Routing Algorithms for Traffic Engineering.
R3440	Curvature Flow Based 3D Surface Evolution Model for Polyp Detection and Visualization in CT Colonography.
R3441	Incorporate Visual Analytics to Design a Human-Centered Computing Framework for Personalized Classifier Training and Image Retrieval.
R3442	TeamSim: An Educational Micro-world for the Teaching of Team Dynamics.
R3443	Understanding and Control of Power Grids.
R3444	Low Bitrate Coding of Spot Audio Signals for Interactive and Immersive Audio Applications.
R3445	Smart Card Security.
R3446	Computer study of the evolution of 'news foragers' on the Internet.
R3447	Intelligent Agents in the Evolution of Web and Applications
R3448	Comparing Classification Results between N-ary and Binary Problems.
R3449	Learning in Lattice Neural Networks that Employ Dendritic Computing.
R3450	Spyware Prevention by Classifying End User License Agreements.
R3451	An Interval Type-2 Fuzzy Neural Network for Chaotic Time Series Prediction with Cross-Validation and Akaike Test.
R3452	Liner2 - A Customizable Framework for Proper Names Recognition for Polish.
R3453	Modular Neural Network with Fuzzy Integration of Responses for Face Recognition.
R3454	Computer and Information Science 2009 [outstanding papers from the 8th ACIS/IEEE International Conference on Computer and Information Science, Shanghai, China, June 1-3, 2009]
R3455	Parameter-less Hierarchical Bayesian Optimization Algorithm.
R3456	Control of Small Scale Helicopter Using s-CDM and LQ Design.
R3457	Narrative Interactive Multimedia Learning Environments: Achievements and Challenges.
R3458	Factors Affecting Peritoneal Dialysis Dose.
R3459	Towards the Enhancement of Gene Selection Performance.
R3460	Audio Fingerprinting: Concepts And Applications.
R3461	Music Perception as Reflected in Bispectral EEG Analysis under a Mirror Neurons-Based Approach.
R3462	Mining E-Action Rules, System DEAR.
R3463	Switching between Representations in Reinforcement Learning.
R3464	Amplifying Video Information-Seeking Success through Rich, Exploratory Interfaces.
R3465	A Pedagogical Approach for Collaborative Ontologies Building.
R3466	Heterogeneous Ensemble of Classifiers for Sub-Cellular Image Classification Based on Local Ternary Patterns.
R3467	Genetic Stigmergy.
R3468	Spatial Database Quality and the Potential Uncertainty Sources.
R3469	Approximate Relational Reasoning by Stochastic Propositionalization.
R3470	Immunocomputing for Speaker Recognition.
R3471	Logistics Optimization Service Improved with Artificial Intelligence.
R3472	Spontaneous Interventions for Health: How Digital Games May Supplement Urban Design Projects.
R3473	Self-Organizing Neural Grove: Efficient Multiple Classifier System with Pruned Self-Generating Neural Trees.
R3474	Intelligent Finite Element Method and Application to Simulation of Behavior of Soils under Cyclic Loading.
R3475	Simulating Entrepreneurial Opportunity Recognition Processes: An Agent-Based and Knowledge-Driven Approach.
R3476	Problems and Results in Matrix Perturbation Theory.
R3477	Multi-Agent System with Personality Profiles and Preferences and Learning for Autonomous Mobile Robot with Fuzzy Logic Support.
R3478	A Permutation Coding with Heuristics for the Uncapacitated Facility Location Problem.
R3479	Clinical Activity and Schedule Management with a Fuzzy Social Preference System.
R3480	A Collaborative Web Application for Supporting Researchers in the Task of Generating Protein Datasets.
R3481	Different Codifications and Metaheuristic Algorithms for the Resource Renting Problem with Minimum and Maximum Time Lags.
R3482	Personalization of Learning Object Sequencing and Deployment in Intelligent Learning Environments.
R3483	An Introduction to Hybrid Semantics: The Role of Cognition in Semantic Resources.
R3484	Saccharomyces pombe
R3485	Color-Based Image Retrieval Approaches Using a Relevance Feedback Scheme.
R3486	Design and Validation of a System for People Queue Statistics Estimation.
R3487	OpenSEA: A Framework for Semantic Interoperation between Enterprises.
R3488	Composite Recurrent Neural Networks for Long-Term Prediction of Highly-Dynamic Time Series Supported by Wavelet Decomposition.
R3489	Applications of Supervised and Unsupervised Ensemble Methods
R3490	Benchmark Problems in Structural Optimization.
R3491	Chaos-Based Video Encryption Algorithms.
R3492	Information Technology for Deaf People.
R3493	Taxicab Non Symmetrical Correspondence Analysis for the Evaluation of the Passenger Satisfaction.
R3494	Modeling and Control of Dialysis Systems - Volume 2: Biofeedback Systems and Soft Computing Techniques of Dialysis
R3495	A Comparative Study of Heuristic Conversion Algorithms, Genetic Programming and Return Predictability on the German Market.
R3496	Machine Learning for Document Structure Recognition.
R3497	Foundations of Computational Intelligence - Volume 2: Approximate Reasoning
R3498	Real-Coded Extended Compact Genetic Algorithm Based on Mixtures of Models.
R3499	Discovering Knowledge by Fuzzy Predicates in Compensatory Fuzzy Logic Using Metaheuristic Algorithms.
R3500	Graph Image Language Techniques Supporting Advanced Classification and Cognitive Interpretation of CT Coronary Vessel Visualizations.
R3501	Searching Ground States of Ising Spin Glasses with Genetic Algorithms and Binary Particle Swarm Optimization.
R3502	Constraint Satisfaction with Neural Network for Trajectory Planning.
R3503	Learning to Exploit Proximal Force Sensing: A Comparison Approach.
R3504	A Survey of Probabilistic Model Building Genetic Programming.
R3505	A Review of Particle Swarm Optimization Methods Used for Multimodal Optimization.
R3506	Protein Data Integration Problem.
R3507	Continuous Renal Replacement Therapy (CRRT).
R3508	Hybrid Heuristic Approaches for Scheduling in Reconfigurable Manufacturing Systems.
R3509	Ontologies for an Improved Communication in Urban Development Projects.
R3510	Robotic Exploration and Landmark Determination: Hardware-Efficient Algorithms and FPGA Implementations.
R3511	Categorical Representation of Decision-Making Process Guided by Performance in Enterprise Integration Systems.
R3512	Local Survival Rule for Steer an Adaptive Ant-Colony Algorithm in Complex Systems.
R3513	A Methodology for Automated Cartographic Data Input, Drawing and Editing Using Kinetic Delaunay/Voronoi Diagrams.
R3514	Automated Scheduling and Planning - From Theory to Practice
R3515	Modeling and Simulation by Petri Networks of a Fault Tolerant Agent Node.
R3516	Evolutionary Algorithms in the Optimal Sizing of Analog Circuits.
R3517	Indexing Spatial Objects in Stream Data Warehouse.
R3518	Single Pool Urea Kinetic Modeling.
R3519	Placing Content in Hybrid Peer-to-Peer Networks by User Activities Consideration.
R3520	A Memetic Algorithm for a Pick-Up and Delivery Problem by Helicopter.
R3521	A Tit for Tat Negotiation Strategy for Real-Time Bilateral Negotiations.
R3522	Knowledge Discovery and Data Mining Using Artificial Intelligence to Unravel Porous Asphalt Concrete in the Netherlands.
R3523	Print-to-Web Linking Technology Using a Mobile Phone Camera and its Applications in Japan.
R3524	A Distributed Control Group of Mobile Robots in a Limited Area with a Vision System.
R3525	An Introduction to Evolutionary Computation in Practice.
R3526	Personalized Multimedia Web Services in Peer to Peer Networks Using MPEG-7 and MPEG-21 Standards.
R3527	Meta-evolution Modelling: Beyond Selection/Mutation-Based Models.
R3528	Artificial Immune System-Based Music Genre Classification.
R3529	Immuno-inspired Knowledge Management for Ad Hoc Wireless Networks.
R3530	Shape Understanding System: The First Steps toward the Visual Thinking Machines.
R3531	State-of-the-Art in the Structure of Harmony Search Algorithm.
R3532	Fuzzy Sets, Near Sets, and Rough Sets for Your Computational Intelligence Toolbox.
R3533	Artificial Intelligence Techniques for Computer Graphics
R3534	One-Shot Decision Theory: A Fundamental Alternative for Decision Under Uncertainty.
R3535	Breaching Privacy Using Data Mining: Removing Noise from Perturbed Data.
R3536	Disruptive Innovation in Healthcare and Rehabilitation.
R3537	Hermeneutic Cognitive Process and Its Computerized Support.
R3538	Extraction of Constraints from Biological Data.
R3539	A Computational Evaluation of Two Ranking Procedures for Valued Outranking Relations.
R3540	Fuzzy Classification for Gene Expression Data Analysis.
R3541	On Influence of Refractory Parameter in Incremental Learning.
R3542	A Careful Look at the Use of Statistical Methodology in Data Mining.
R3543	Housing Prices Wavelet Entropy to Understand Macroeconomic States.
R3544	A Survey of Applications of the Extensions of Fuzzy Sets to Image Processing.
R3545	Computational Intelligence for Privacy and Security
R3546	Optimization of Image Compression Method Based on Fuzzy Relational Equations by Overlap Level of Fuzzy Sets.
R3547	Towards Bioinformatics Resourceomes.
R3548	Swarm Intelligence Algorithms in Bioinformatics.
R3549	Evolvable Agents: A Framework for Peer-to-Peer Evolutionary Algorithms.
R3550	Infinite Networks of Hubs, Spirals, and Zig-Zag Patterns in Self-sustained Oscillations of a Tunnel Diode and of an Erbium-doped Fiber-ring Laser.
R3551	Real-Time Face Recognition from Surveillance Video.
R3552	Evolutionary Control of CML Systems.
R3553	Integrated Clustering Modeling with Backpropagation Neural Network for Effcient Customer Relationship Management.
R3554	An Observer for the Type-1 Fuzzy Control of a Servomechanism with Backlash Using Only Motor Measurements.
R3555	Stochastic Planning in the Textile Supply Chain: How Robust is a Newsboy Model ?
R3556	Soft Computing Approaches to the Problem of Infant Cry Classification with Diagnostic Purposes.
R3557	Fusion of Inertial Measurements and Vision Feedback for Microsurgery.
R3558	Formal Methods in High-Level and System Synthesis.
R3559	Evolution of Descent Directions.
R3560	Access to Information on Demand by the aid of Digital Talking Books.
R3561	Semantics in Adaptive and Personalized Services: Methods, Tools and Applications.
R3562	Resolution-Improvement Scheme for Wireless Video Transmission.
R3563	Prediction of Protein Tertiary Structure Using Genetic Algorithm.
R3564	Multimedia Content Protection Based on Chaotic Neural Networks.
R3565	Intelligent Adaptation and Personalization Techniques in Computer-Supported Collaborative Learning
R3566	Antecedents of Collaborative Learning in Massively Multiplayer Online Games.
